,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,log10_pvalue
CCNJ,0.7988,0.20120000000000005,1.3788111261330658,1.06864445e-05,9.962532e-06,0.0,0.25,-0.002043032,0.0063667297,0.967719,-4.131548,4.3532276,0.0070038913,0.025641026,0.007003891050583658,0.02564102564102564,0.19741313,0.09000984,False,NK cell vs cDC,NK cell,cDC,0.6963720236161102
DNAJB12,0.7984,0.2016,1.3763241517219176,0.00011242367,0.00014551781,0.0,0.25,-0.44560117,-0.4527421,0.8059418,-3.3741856,2.6311464,0.083268486,0.3897436,0.0754863813229572,0.3282051282051282,1.1886481,1.5519761,False,NK cell vs cDC,NK cell,cDC,0.6955094722265123
METTL1,0.7984,0.2016,1.3763241517219176,2.3512355e-05,2.537987e-05,0.0,0.25,-0.19447406,-0.19316006,0.94875574,-3.9757357,3.5101042,0.020233463,0.071794875,0.01867704280155642,0.05128205128205128,0.25589257,0.33394012,False,NK cell vs cDC,NK cell,cDC,0.6955094722265123
TRIM21,0.798,0.20199999999999996,1.3738408630749832,4.6376437e-05,3.211103e-05,0.0,0.25,0.5098392,0.47928286,0.86104566,-2.9617758,3.7612524,0.029571984,0.082051285,0.028793774319066146,0.08205128205128205,0.3968298,0.28774408,False,NK cell vs cDC,NK cell,cDC,0.6946486305533763
NT5DC3,0.7976,0.20240000000000002,1.3713612443648175,1.3165781e-05,1.4527696e-05,0.0,0.25,-0.15558976,-0.12859297,1.0709718,-5.4553976,3.7019339,0.005447471,0.056410257,0.005447470817120622,0.05128205128205128,0.06814948,0.18584585,False,NK cell vs cDC,NK cell,cDC,0.6937894918322385
PPP3R1,0.7974,0.2026,1.3701228063150888,0.00017482052,0.00012167112,0.0,0.25,0.54988223,0.5448127,0.65177214,-2.7192974,3.2593346,0.09494163,0.2871795,0.09027237354085603,0.24615384615384617,1.3872657,1.1711447,False,NK cell vs cDC,NK cell,cDC,0.6933605589757383
HSF1,0.7972,0.20279999999999998,1.368885279855852,0.00023423441,0.00015100154,0.0,0.25,0.60872304,0.61391735,0.624217,-2.2284708,3.3157406,0.16342412,0.51282054,0.14941634241245136,0.4256410256410256,2.4904828,2.0503497,False,NK cell vs cDC,NK cell,cDC,0.6929320493387017
TRMT44,0.7964,0.2036,1.3639442509542654,2.458904e-05,2.1002861e-05,0.0,0.25,0.15077733,0.19898891,0.95830667,-3.9565907,3.9799547,0.022568094,0.06666667,0.02178988326848249,0.05128205128205128,0.2911033,0.25929582,False,NK cell vs cDC,NK cell,cDC,0.6912222263352789
ARAP1,0.796,0.20399999999999996,1.3614791555433743,0.0001074116,0.000105714986,0.0,0.25,-0.11722158,-0.12496948,0.88382155,-3.3985395,3.2419958,0.06770428,0.2974359,0.06303501945525292,0.26153846153846155,1.0165466,1.0523475,False,NK cell vs cDC,NK cell,cDC,0.6903698325741013
SLC26A6,0.7954,0.2046,1.3577882429525006,2.7272496e-05,2.1968639e-05,0.0,0.25,0.2762819,0.31394577,0.9020429,-3.0561438,3.4167156,0.010116732,0.051282052,0.010116731517509728,0.05128205128205128,0.13612933,0.27483273,False,NK cell vs cDC,NK cell,cDC,0.6890943706238586
OAZ1,0.795,0.20499999999999996,1.3553320993140536,0.00510257,0.007069748,0.0,0.25,-0.47200698,-0.4978602,0.36047685,-2.0818338,1.2351904,3.3439689,18.138462,0.9299610894941635,0.9794871794871794,47.06704,68.28095,False,NK cell vs cDC,NK cell,cDC,0.6882461389442458
DLAT,0.795,0.20499999999999996,1.3553320993140536,7.025564e-05,4.8943366e-05,0.0,0.25,0.5362507,0.5331793,0.8069079,-3.4467573,3.855009,0.045136187,0.13333334,0.0443579766536965,0.12307692307692308,0.6290471,0.43469343,False,NK cell vs cDC,NK cell,cDC,0.6882461389442458
ACP2,0.7948,0.20520000000000005,1.3541053612298863,4.3983313e-05,3.5192326e-05,0.0,0.25,0.26916096,0.29468298,0.8689772,-2.8607464,3.7403383,0.033463035,0.13333334,0.03346303501945525,0.12307692307692308,0.47186202,0.5935835,False,NK cell vs cDC,NK cell,cDC,0.6878226435602213
FHOD1,0.794,0.20599999999999996,1.349207256508325,7.751794e-05,6.5936074e-05,0.0,0.25,0.10380978,0.062526226,1.0480617,-3.8300638,3.8967752,0.042801555,0.17435898,0.04124513618677043,0.15897435897435896,0.5876806,0.55548537,False,NK cell vs cDC,NK cell,cDC,0.6861327796308467
VPS18,0.7934,0.2066,1.345542915595965,4.6745008e-05,3.3631615e-05,0.0,0.25,0.37420213,0.36612415,0.8931577,-2.5815468,3.6308804,0.037354086,0.11794872,0.036575875486381325,0.1076923076923077,0.49621063,0.37904373,False,NK cell vs cDC,NK cell,cDC,0.6848696828163983
TADA2A,0.7932,0.20679999999999998,1.3443232182626297,3.7446196e-05,2.7821645e-05,0.0,0.25,0.37175253,0.37356186,0.8910863,-2.6967115,4.000415,0.027237354,0.071794875,0.027237354085603113,0.07179487179487179,0.37764442,0.2364528,False,NK cell vs cDC,NK cell,cDC,0.6844494655780952
ATP2A2,0.7928,0.20720000000000005,1.3418864369814245,6.735188e-05,8.3530664e-05,0.0,0.25,-0.35332754,-0.3535843,0.90796196,-4.1405363,3.1952772,0.045136187,0.24615385,0.04357976653696498,0.21025641025641026,0.5876471,0.9482961,False,NK cell vs cDC,NK cell,cDC,0.6836102489268044
RAB21,0.7924,0.2076,1.3394531279829955,0.00021270926,0.00014465653,0.0,0.25,0.54732245,0.5539689,0.67234963,-2.9018373,3.2052126,0.11361868,0.2974359,0.10894941634241245,0.24102564102564103,1.8510829,1.0542548,False,NK cell vs cDC,NK cell,cDC,0.6827726508235797
MCRS1,0.7912,0.20879999999999999,1.332173889046329,0.00022344415,0.00014301116,0.0,0.25,0.6277535,0.6088748,0.6450846,-2.3589888,2.9669304,0.14085603,0.3948718,0.12918287937743192,0.3230769230769231,2.090474,1.3835108,False,NK cell vs cDC,NK cell,cDC,0.6802695056697755
MIB1,0.791,0.20899999999999996,1.3309636805981793,3.565086e-05,2.6735568e-05,0.0,0.25,0.2597565,0.26287365,0.97808725,-4.282669,6.2985125,0.016342413,0.06153846,0.01634241245136187,0.06153846153846154,0.23948471,0.32487732,False,NK cell vs cDC,NK cell,cDC,0.6798537138889461
NBN,0.7906,0.20940000000000003,1.328545817319279,0.00012833603,0.00015160482,0.0,0.25,-0.3758196,-0.4009738,0.79116017,-3.335432,2.1751099,0.0770428,0.3897436,0.0715953307392996,0.27692307692307694,1.1011068,1.2696006,False,NK cell vs cDC,NK cell,cDC,0.6790233226571764
PEPD,0.7904,0.2096,1.3273381589286704,0.00032337554,0.00021434204,0.0,0.25,0.56317157,0.5643873,0.5951985,-1.348813,2.9165373,0.2,0.5641026,0.1859922178988327,0.4307692307692308,2.95057,2.0710604,False,NK cell vs cDC,NK cell,cDC,0.678608721688311
MRS2,0.7902,0.2098,1.3261313470056766,0.000111226036,8.249344e-05,0.0,0.25,0.37607712,0.3785758,0.898496,-2.9054527,3.6712847,0.07626459,0.17948718,0.07237354085603113,0.14871794871794872,1.0306801,0.730917,False,NK cell vs cDC,NK cell,cDC,0.678194516142461
AFG1L,0.79,0.20999999999999996,1.32492537978278,1.1607198e-05,1.0752207e-05,0.0,0.25,-0.014053557,-0.015733719,0.9111633,-3.6945572,3.3284788,0.0070038913,0.035897437,0.007003891050583658,0.035897435897435895,0.09900007,0.09897511,False,NK cell vs cDC,NK cell,cDC,0.6777807052660808
KDSR,0.79,0.20999999999999996,1.32492537978278,0.00012135976,0.00011028192,0.0,0.25,-0.06231567,-0.046735764,0.94441164,-3.169423,3.0931854,0.084824905,0.2923077,0.0754863813229572,0.26153846153846155,1.1736523,1.0543258,False,NK cell vs cDC,NK cell,cDC,0.6777807052660808
TOLLIP,0.7894,0.2106,1.321312528713341,0.00012213127,0.00015287318,0.0,0.25,-0.46256053,-0.43761444,0.8256746,-3.3372593,2.4047203,0.07081712,0.43589744,0.06614785992217899,0.358974358974359,0.90722096,1.4414523,False,NK cell vs cDC,NK cell,cDC,0.6765416331505323
KLHDC3,0.789,0.21099999999999997,1.3189081526507154,0.00026379788,0.00016934288,0.0,0.25,0.58005875,0.5747223,0.6270686,-1.6226091,2.56102,0.19143969,0.47692308,0.17898832684824903,0.38461538461538464,2.76876,1.7806398,False,NK cell vs cDC,NK cell,cDC,0.6757175447023074
PCBD1,0.7888,0.21120000000000005,1.31770721678532,0.00013974193,0.00014597182,0.0,0.25,-0.10506252,-0.11090374,0.9360821,-3.9646053,4.037483,0.08404669,0.44615385,0.07859922178988327,0.35384615384615387,1.1826342,1.5738727,False,NK cell vs cDC,NK cell,cDC,0.6753060861382253
TMEM39B,0.7888,0.21120000000000005,1.31770721678532,6.319443e-05,7.386316e-05,0.0,0.25,-0.34729147,-0.3571639,0.83410597,-4.402895,2.4283953,0.046692606,0.23076923,0.045136186770428015,0.21025641025641026,0.6334787,0.8641782,False,NK cell vs cDC,NK cell,cDC,0.6753060861382253
PNPO,0.7888,0.21120000000000005,1.31770721678532,2.9574852e-05,2.8968734e-05,0.0,0.25,-0.00036829873,0.0014696121,0.9581595,-4.2802534,4.1506634,0.022568094,0.071794875,0.021011673151750974,0.07179487179487179,0.26874873,0.2661263,False,NK cell vs cDC,NK cell,cDC,0.6753060861382253
VPS50,0.7886,0.21140000000000003,1.3165071133844006,3.435422e-05,4.042607e-05,0.0,0.25,-0.27402925,-0.28894472,0.86395824,-3.6025162,2.8432026,0.020233463,0.10769231,0.019455252918287938,0.1076923076923077,0.27194694,0.36871204,False,NK cell vs cDC,NK cell,cDC,0.6748950170285924
C14orf119,0.7884,0.2116,1.3153078407193597,0.00024150289,0.00015480728,0.0,0.25,0.58601654,0.58680964,0.60155433,-1.8181438,2.5913143,0.13929962,0.3948718,0.12840466926070038,0.31794871794871793,2.0670676,1.7973038,False,NK cell vs cDC,NK cell,cDC,0.6744843366368518
PEX7,0.7878,0.21220000000000006,1.311714989925147,3.0829804e-05,2.337411e-05,0.0,0.25,0.38046688,0.3875389,0.8567441,-2.9183836,3.051485,0.022568094,0.051282052,0.021011673151750974,0.041025641025641026,0.309425,0.17662048,False,NK cell vs cDC,NK cell,cDC,0.673254620434678
BCL10,0.7874,0.2126,1.3093238782651273,0.00012639952,0.00010628352,0.0,0.25,0.21132287,0.2346077,0.866561,-3.0783806,3.291998,0.07392996,0.26666668,0.06926070038910506,0.24102564102564103,1.0435284,1.3223085,False,NK cell vs cDC,NK cell,cDC,0.672436739812722
FXN,0.7856,0.21440000000000003,1.2986042939309432,0.00014954267,0.00010037437,0.0,0.25,0.5413649,0.5262804,0.71113724,-2.1455908,3.279873,0.10272373,0.26153848,0.09649805447470818,0.22564102564102564,1.45004,1.3081591,False,NK cell vs cDC,NK cell,cDC,0.6687752189792675
HCG11,0.7854,0.2146,1.2974172780813555,2.5708867e-05,3.4588338e-05,0.0,0.25,-0.46794122,-0.4793663,0.8337427,-3.676921,2.8527145,0.015564202,0.0974359,0.01556420233463035,0.08205128205128205,0.21511644,0.33658576,False,NK cell vs cDC,NK cell,cDC,0.6683702823700677
SLC39A4,0.785,0.21499999999999997,1.2950456558819725,6.413074e-05,9.0723755e-05,0.0,0.25,-0.54349715,-0.5414605,0.68755877,-3.5298462,2.2747355,0.039688718,0.26153848,0.038910505836575876,0.24615384615384617,0.637588,0.8737133,False,NK cell vs cDC,NK cell,cDC,0.6675615400843947
HNRNPA2B1,0.785,0.21499999999999997,1.2950456558819725,0.0029488152,0.0020753236,0.0,0.25,0.49378505,0.49813032,0.4041161,-1.1362381,2.634408,2.2365758,5.9179487,0.8412451361867704,0.9641025641025641,31.260197,22.69976,False,NK cell vs cDC,NK cell,cDC,0.6675615400843947
AGPS,0.7846,0.21540000000000004,1.2926772353732574,8.96619e-05,7.4809956e-05,0.0,0.25,0.087382644,0.06489992,0.8890241,-3.3429956,3.0913458,0.055252917,0.22564103,0.053696498054474705,0.2153846153846154,0.7503521,0.97760016,False,NK cell vs cDC,NK cell,cDC,0.6667543010380371
TYW3,0.7838,0.21619999999999995,1.2879499470653122,9.856464e-05,8.730534e-05,0.0,0.25,0.110476114,0.07090092,0.95530754,-3.7139645,5.1454134,0.06459144,0.23076923,0.05680933852140078,0.2205128205128205,0.8479597,0.96124643,False,NK cell vs cDC,NK cell,cDC,0.6651443103827086
SMG7,0.7838,0.21619999999999995,1.2879499470653122,7.720304e-05,5.2801417e-05,0.0,0.25,0.5364306,0.49524927,0.78174603,-2.045268,3.9459963,0.05214008,0.16410257,0.049805447470817124,0.15384615384615385,0.702472,0.82955086,False,NK cell vs cDC,NK cell,cDC,0.6651443103827086
AL135925.1,0.7836,0.21640000000000004,1.2867701056489522,4.886254e-05,4.4359917e-05,0.0,0.25,0.18745668,0.21354151,0.9312452,-3.297182,3.54702,0.032684825,0.11282051,0.031906614785992216,0.09743589743589744,0.45342594,0.38737604,False,NK cell vs cDC,NK cell,cDC,0.6647427435654681
NTMT1,0.7828,0.21719999999999995,1.2820586141962818,0.0001414639,0.00011102377,0.0,0.25,0.41308916,0.46049166,0.77615666,-2.8063517,3.3802156,0.08715954,0.25128207,0.07392996108949416,0.18461538461538463,1.1114509,0.8207784,False,NK cell vs cDC,NK cell,cDC,0.6631401790831908
MCCC1,0.782,0.21799999999999997,1.2773596446723874,6.4014734e-05,7.483253e-05,0.0,0.25,-0.32160586,-0.2702937,0.9093077,-4.319001,2.6714487,0.038910504,0.21538462,0.03813229571984436,0.18461538461538463,0.5096132,1.1533772,False,NK cell vs cDC,NK cell,cDC,0.6615435063953953
EMP3,0.782,0.21799999999999997,1.2773596446723874,0.003786858,0.0025697763,0.0,0.25,0.56831217,0.5548029,0.5595663,-1.3391523,2.7141929,2.52607,6.548718,0.8817120622568093,0.9641025641025641,35.915806,25.106916,False,NK cell vs cDC,NK cell,cDC,0.6615435063953953
NMB,0.781,0.21899999999999997,1.271503387165183,4.4053457e-05,3.811114e-05,0.0,0.25,0.13981858,0.12193918,1.0230334,-3.659213,4.155592,0.027237354,0.11794872,0.027237354085603113,0.10256410256410256,0.43018484,0.3802464,False,NK cell vs cDC,NK cell,cDC,0.6595558851598817
TRIAP1,0.78,0.21999999999999997,1.2656663406972444,0.00022003605,0.00014430564,0.0,0.25,0.54273826,0.5418329,0.6399653,-1.6275845,2.6649256,0.13229571,0.33846155,0.12217898832684825,0.26153846153846155,1.8287394,1.1930109,False,NK cell vs cDC,NK cell,cDC,0.6575773191777938
PPM1M,0.78,0.21999999999999997,1.2656663406972444,0.00015450969,0.00011239443,0.0,0.25,0.39032528,0.3927245,0.79027253,-2.7142935,3.6349344,0.08793774,0.2820513,0.0840466926070039,0.21025641025641026,1.2580004,0.95919305,False,NK cell vs cDC,NK cell,cDC,0.6575773191777938
WDR75,0.7794,0.22060000000000002,1.2621732535846744,5.757106e-05,5.954796e-05,0.0,0.25,-0.08769703,-0.10505438,0.9358826,-3.5730247,3.5231304,0.030350195,0.14358975,0.030350194552529183,0.1282051282051282,0.42035946,0.4747627,False,NK cell vs cDC,NK cell,cDC,0.6563944918958282
LARP4B,0.779,0.22099999999999997,1.2598483119410984,7.1362236e-05,7.7137876e-05,0.0,0.25,-0.22073896,-0.22516012,0.8438951,-3.1912212,3.8990717,0.038910504,0.1897436,0.03813229571984436,0.17435897435897435,0.52999574,0.7079543,False,NK cell vs cDC,NK cell,cDC,0.6556077263148894
C8orf76,0.7788,0.22119999999999995,1.2586869714821767,9.215797e-05,6.9451664e-05,0.0,0.25,0.32239327,0.2991581,0.8613907,-2.2978783,3.880024,0.06225681,0.1948718,0.0622568093385214,0.17435897435897435,0.9219256,0.71205264,False,NK cell vs cDC,NK cell,cDC,0.6552148773673394
CCDC124,0.7788,0.22119999999999995,1.2586869714821767,0.00026715393,0.00019670103,0.0,0.25,0.45348915,0.46389008,0.7119808,-2.1195307,2.898367,0.15953307,0.4923077,0.14708171206225681,0.37435897435897436,2.154256,2.048279,False,NK cell vs cDC,NK cell,cDC,0.6552148773673394
SLC25A24,0.7782,0.2218,1.2552074533986919,0.0001297852,0.00014474672,0.0,0.25,-0.20377004,-0.20619106,0.9187179,-3.7243595,3.1322117,0.07626459,0.35897437,0.07237354085603113,0.28717948717948716,1.3322635,1.3369731,False,NK cell vs cDC,NK cell,cDC,0.6540384581868588
NCKAP5L,0.7772,0.2228,1.2494231774335547,4.3523232e-05,4.677062e-05,0.0,0.25,-0.13336146,-0.10344362,0.9353786,-4.111148,4.003108,0.024902724,0.14358975,0.024902723735408562,0.14358974358974358,0.36576772,0.626605,False,NK cell vs cDC,NK cell,cDC,0.6520848134983087
DGAT1,0.777,0.22299999999999998,1.2482685469344932,4.5323704e-05,5.8954512e-05,0.0,0.25,-0.42731586,-0.42326593,0.76435035,-3.651558,2.5511055,0.034241244,0.1897436,0.03346303501945525,0.18974358974358974,0.5424524,0.62573373,False,NK cell vs cDC,NK cell,cDC,0.6516951369518393
PRR14L,0.776,0.22399999999999998,1.242506436571921,7.041642e-05,5.0330706e-05,0.0,0.25,0.48614278,0.49990892,0.72960013,-3.100089,4.724448,0.05758755,0.16410257,0.05680933852140078,0.15384615384615385,0.9334566,0.5727859,False,NK cell vs cDC,NK cell,cDC,0.6497519816658373
ALAD,0.7758,0.22419999999999995,1.2413562126546955,7.1533796e-05,5.2649593e-05,0.0,0.25,0.38379136,0.3799739,0.8253873,-3.159749,3.523264,0.0536965,0.18461539,0.049805447470817124,0.14871794871794872,0.7408301,0.59413654,False,NK cell vs cDC,NK cell,cDC,0.6493643917410458
TARBP1,0.7756,0.22440000000000004,1.24020671804992,6.857964e-05,7.2911644e-05,0.0,0.25,-0.17380835,-0.20845175,0.8769557,-4.024871,4.518013,0.045914397,0.21025641,0.045914396887159536,0.17435897435897435,0.6747108,0.8075269,False,NK cell vs cDC,NK cell,cDC,0.6489771474158761
C16orf87,0.7756,0.22440000000000004,1.24020671804992,0.00012562408,9.262052e-05,0.0,0.25,0.4068045,0.4177394,0.74264264,-2.734847,2.647645,0.095719844,0.31282052,0.08560311284046693,0.2923076923076923,1.3685672,1.2523396,False,NK cell vs cDC,NK cell,cDC,0.6489771474158761
PNPLA4,0.7754,0.22460000000000002,1.2390579513054587,4.3551063e-05,5.8666206e-05,0.0,0.25,-0.44398516,-0.46779442,0.73506474,-3.207224,3.1628752,0.027237354,0.14358975,0.026459143968871595,0.13333333333333333,0.3669133,0.47617254,False,NK cell vs cDC,NK cell,cDC,0.648590248074561
ACTG1,0.7748,0.22519999999999996,1.23561600376889,0.007926115,0.009149085,0.0,0.25,-0.2695752,-0.2942872,0.7755001,-2.5748744,2.4781752,5.689494,27.620512,0.933852140077821,0.9948717948717949,75.82367,94.978485,False,NK cell vs cDC,NK cell,cDC,0.6474316138206915
SEC23IP,0.7748,0.22519999999999996,1.23561600376889,9.2222996e-05,7.1041715e-05,0.0,0.25,0.28878215,0.28269577,0.82598907,-2.7719755,3.4719782,0.0614786,0.21538462,0.060700389105058365,0.18974358974358974,0.9027757,0.95546234,False,NK cell vs cDC,NK cell,cDC,0.6474316138206915
PRMT5,0.7746,0.22540000000000004,1.2344701340192932,7.083939e-05,5.3398013e-05,0.0,0.25,0.41189355,0.42030478,0.75426364,-3.230565,2.7634802,0.040466927,0.13333334,0.03968871595330739,0.11282051282051282,0.5602308,0.48138213,False,NK cell vs cDC,NK cell,cDC,0.6470460882899122
HILPDA,0.7744,0.22560000000000002,1.2333249849254462,1.32850155e-05,1.5567639e-05,0.0,0.25,-0.17412525,-0.15438557,0.967154,-4.002816,3.5392818,0.010894942,0.03076923,0.010894941634241245,0.02564102564102564,0.106306486,0.10235868,False,NK cell vs cDC,NK cell,cDC,0.6466609046886953
TAF6L,0.7742,0.2258,1.2321805550575666,5.233157e-05,4.39258e-05,0.0,0.25,0.2438906,0.26032305,0.906363,-4.228881,4.3959084,0.031128405,0.092307694,0.0311284046692607,0.09230769230769231,0.56269854,0.30389583,False,NK cell vs cDC,NK cell,cDC,0.646276062411051
EIF2D,0.7738,0.22619999999999996,1.229893847298965,0.00011544818,9.9662604e-05,0.0,0.25,0.09987132,0.111940384,0.89754874,-3.1849604,4.142309,0.08171206,0.31794873,0.07782101167315175,0.29743589743589743,1.1609112,1.2416674,False,NK cell vs cDC,NK cell,cDC,0.6455073994105636
NAB1,0.7736,0.22640000000000005,1.228751566567023,3.158043e-05,2.2435204e-05,0.0,0.25,0.44244707,0.46146774,0.699771,-2.518445,3.161171,0.023346303,0.056410257,0.023346303501945526,0.05641025641025641,0.34629953,0.2560329,False,NK cell vs cDC,NK cell,cDC,0.6451235774837661
UQCR11,0.7728,0.22719999999999996,1.2241895649771872,0.0025780322,0.0019447529,0.0,0.25,0.41176158,0.43827486,0.3190549,-1.5750027,1.3435783,1.7470818,5.548718,0.7937743190661478,0.9794871794871794,24.850197,21.186092,False,NK cell vs cDC,NK cell,cDC,0.6435916729610188
RRS1,0.7726,0.22740000000000005,1.2230508378836804,0.00011668106,8.4750194e-05,0.0,0.25,0.3873359,0.39674616,0.79961777,-3.289363,4.5726614,0.08249027,0.26153848,0.0754863813229572,0.23076923076923078,1.1150516,0.9385689,False,NK cell vs cDC,NK cell,cDC,0.643209539648284
MON1B,0.7726,0.22740000000000005,1.2230508378836804,7.931268e-05,5.6428493e-05,0.0,0.25,0.41421822,0.4332595,0.7275855,-2.6188765,2.97266,0.049027238,0.0974359,0.04824902723735409,0.09230769230769231,0.9077003,0.33009198,False,NK cell vs cDC,NK cell,cDC,0.643209539648284
ENTPD3-AS1,0.7714,0.22860000000000003,1.2162332636323292,6.219063e-05,5.086446e-05,0.0,0.25,0.2968888,0.33431673,0.7642236,-2.8109846,2.9914122,0.036575876,0.10769231,0.034241245136186774,0.1076923076923077,0.4652286,0.40846217,False,NK cell vs cDC,NK cell,cDC,0.640923773940737
PRKAR2A,0.7712,0.2288,1.2150994530512054,0.00016622034,0.00012329653,0.0,0.25,0.40599996,0.38250303,0.7755823,-2.226266,3.3936186,0.095719844,0.31794873,0.088715953307393,0.2512820512820513,1.3344905,1.1658294,False,NK cell vs cDC,NK cell,cDC,0.6405439798790133
GATD3A,0.7712,0.2288,1.2150994530512054,0.00015091096,0.0001073277,0.0,0.25,0.46181974,0.4736867,0.6110083,-2.2439957,2.7734213,0.098054476,0.25128207,0.08949416342412451,0.21025641025641026,1.384387,0.8578288,False,NK cell vs cDC,NK cell,cDC,0.6405439798790133
GOT1,0.771,0.22899999999999998,1.2139663393111373,4.9371283e-05,5.1628725e-05,0.0,0.25,-0.06431755,-0.07421541,0.920987,-3.3297777,3.7954721,0.032684825,0.12820514,0.03268482490272374,0.12307692307692308,0.43350342,0.47047895,False,NK cell vs cDC,NK cell,cDC,0.6401645176601121
NBPF20,0.7706,0.22940000000000005,1.2117021968817097,1.2042959e-05,1.3671337e-05,0.0,0.25,-0.06379277,-0.0006723404,0.9930007,-5.1850424,3.3304214,0.006225681,0.03076923,0.0062256809338521405,0.03076923076923077,0.09092313,0.12398668,False,NK cell vs cDC,NK cell,cDC,0.639406586434751
UBC,0.7684,0.23160000000000003,1.1992986550317246,0.0063810297,0.0045255725,0.0,0.25,0.4949061,0.5143795,0.5471323,-1.7511353,2.1454096,4.65214,11.979487,0.953307392996109,0.9846153846153847,66.65487,45.36621,False,NK cell vs cDC,NK cell,cDC,0.6352614449446014
NEK9,0.7682,0.2318,1.198175154882959,6.839299e-05,5.1752748e-05,0.0,0.25,0.3871813,0.4137807,0.7166114,-2.6634827,2.9171429,0.041245136,0.11794872,0.04046692607003891,0.11282051282051282,0.6137498,0.522456,False,NK cell vs cDC,NK cell,cDC,0.6348865683724227
HSPA14,0.768,0.23199999999999998,1.1970523313987482,0.00013988916,9.7710574e-05,0.0,0.25,0.40679136,0.38918304,0.7669133,-2.511077,2.7579956,0.08949416,0.25641027,0.08093385214007782,0.23076923076923078,1.2317781,0.8574988,False,NK cell vs cDC,NK cell,cDC,0.6345120151091004
TRUB2,0.7674,0.23260000000000003,1.1936879077670413,7.3376876e-05,5.6157343e-05,0.0,0.25,0.33942202,0.35713863,0.7549781,-2.7597208,4.0229807,0.049805447,0.14358975,0.047470817120622566,0.13333333333333333,0.6868774,0.45841882,False,NK cell vs cDC,NK cell,cDC,0.6333902896075704
BCKDHB,0.7672,0.2328,1.192567777791031,5.8525246e-05,5.0720228e-05,0.0,0.25,0.23736148,0.22824764,0.8734078,-3.1285372,3.2300682,0.040466927,0.12820514,0.03813229571984436,0.11282051282051282,0.54890615,0.38704535,False,NK cell vs cDC,NK cell,cDC,0.6330170240221491
TOR2A,0.7664,0.23360000000000003,1.1880939459423772,0.0001961382,0.0002129008,0.0,0.25,-0.22950667,-0.19334221,0.8879114,-3.3871431,2.994235,0.119844355,0.5538462,0.11206225680933853,0.40512820512820513,1.618867,1.9594321,False,NK cell vs cDC,NK cell,cDC,0.6315271615596381
RRNAD1,0.7664,0.23360000000000003,1.1880939459423772,4.7643007e-05,4.3661894e-05,0.0,0.25,0.103192724,0.09067774,0.9025061,-3.989128,3.8763876,0.035019454,0.12307692,0.03346303501945525,0.1076923076923077,0.5963889,0.43370464,False,NK cell vs cDC,NK cell,cDC,0.6315271615596381
LIMD2,0.766,0.23399999999999999,1.1858610247026784,0.0028531414,0.0020062965,0.0,0.25,0.49170157,0.49876738,0.46200275,-1.3461041,2.4936748,2.0653696,5.923077,0.8062256809338522,0.9333333333333333,29.561584,20.731947,False,NK cell vs cDC,NK cell,cDC,0.6307841425898572
FTL,0.7658,0.23419999999999996,1.1847455582392699,0.011995787,0.01918776,0.0,0.25,-0.5326897,-0.4396534,0.8603171,-3.5960875,2.3214083,7.3828793,44.205128,0.9828793774319066,1.0,102.71326,189.79004,False,NK cell vs cDC,NK cell,cDC,0.6304131092636558
