"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"UGT1A8",0,NA,NA,NA,NA
"UGT1A10",0,NA,NA,NA,NA
"UGT1A9",0,NA,NA,NA,NA
"UGT1A7",0,NA,NA,NA,NA
"UGT1A6",0,NA,NA,NA,NA
"AC114812.2",0,NA,NA,NA,NA
"UGT1A5",0,NA,NA,NA,NA
"UGT1A4",0,NA,NA,NA,NA
"UGT1A3",0,NA,NA,NA,NA
"UGT1A1",0,NA,NA,NA,NA
"MROH2A",0,NA,NA,NA,NA
"HJURP",9.20024183939091,0.937896942721527,1.23149333284879,0.105029893760297,0.194975375479055
"TRPM8",2.65295915082256,0.794057588389279,1.49603417295988,0.0364646182232609,0.08243410681934
"AC005538.1",0,NA,NA,NA,NA
"AC005538.3",0,NA,NA,NA,NA
"SPP2",0,NA,NA,NA,NA
"AC006037.1",0,NA,NA,NA,NA
"AC122134.1",0,NA,NA,NA,NA
"AC097713.3",1.39932836920718,0.0710605356832202,0.969673519600234,0.819895098406831,NA
"AC097713.1",0,NA,NA,NA,NA
"LINC01891",6.42191043738531,0.880785724606315,1.00570794390764,0.138830328446782,0.24195074791431
"ARL4C",3793.17710093912,0.0132479873978506,0.35677436957659,0.988021633764682,0.99229196799248
"LINC01173",0,NA,NA,NA,NA
"AC010148.1",0.680777490647967,-0.253837075637717,1.05506192096421,0.397061730629656,NA
"SH3BP4",447.6467761494,-4.93072648422302,0.454106978945509,1.12790412023993e-28,4.11838609507064e-27
"AC114814.1",0,NA,NA,NA,NA
"AC114814.3",0,NA,NA,NA,NA
"AGAP1",79.9794112477633,11.2360026442719,2.99457529666249,6.91226220491285e-19,1.45305901188269e-17
"AGAP1-IT1",0,NA,NA,NA,NA
"AC064874.1",2.31604112928453,0.730611159866726,1.40844195977034,0.0481121523565401,0.103149288945344
"GBX2",0,NA,NA,NA,NA
"AC019068.1",0,NA,NA,NA,NA
"ASB18",0,NA,NA,NA,NA
"IQCA1",0,NA,NA,NA,NA
"AC093915.1",0,NA,NA,NA,NA
"IQCA1-AS1",0,NA,NA,NA,NA
"ACKR3",75.5617229583376,0.627620353862178,0.660690604274702,0.226300653672136,0.349852608576495
"AC084030.1",0,NA,NA,NA,NA
"AC012063.1",8.50317724253256,0.97016412619956,1.32757247026488,0.0884167181342691,0.169812215098645
"AC105760.1",0.314640080844349,0.215733553423962,1.03558723181878,0.601437411760749,NA
"COPS8",1191.53548155913,0.414216650215543,0.263487361756384,0.103695668266176,0.193014013886699
"AC107079.1",0,NA,NA,NA,NA
"AC112715.1",0,NA,NA,NA,NA
"COL6A3",2.31214369363756,0.287381241211162,1.07553365269649,0.16863020912571,0.28117019943775
"AC112721.1",0,NA,NA,NA,NA
"AC112721.2",0,NA,NA,NA,NA
"MLPH",0,NA,NA,NA,NA
"PRLH",0,NA,NA,NA,NA
"RAB17",0.136155498129593,-0.161922790120006,1.01944767810014,0.836090495513645,NA
"AC104667.2",0,NA,NA,NA,NA
"AC104667.1",0,NA,NA,NA,NA
"LRRFIP1",5116.90239815675,-0.976925278179755,0.139416876089359,1.47017210411432e-12,1.83621566937432e-11
"AC012076.1",44.1700272259202,-1.72151593444697,0.4721175894678,6.39484464610689e-05,0.000296878919517128
"RBM44",28.3832563183307,0.0892314123229259,0.558374095928923,0.851021811254228,0.906468635279192
"RAMP1",16.4716148304007,1.96426865223932,1.24917603967483,0.0124435020950238,0.0331085800944254
"UBE2F",1306.16501328064,1.2142097957791,0.230061224296793,5.9597383621983e-08,4.4669476670023e-07
"SCLY",260.907121836784,0.333267338217639,0.252675780214422,0.173759865770193,0.287704028299514
"ESPNL",0.427266831204392,0.103696886408791,0.99228858390145,0.751860223688217,NA
"KLHL30",0.381195491895056,-0.228107986362962,1.04156557029792,0.550163912816475,NA
"ERFE",15.9597313632626,8.32332823513605,2.89216513853571,1.11758939166989e-07,8.08905426257634e-07
"ILKAP",732.990043287231,0.670416099007325,0.196056132659349,0.000485237788062252,0.0018765594078616
"LINC02610",71.1684584021643,0.480270175119126,0.517364373715699,0.283175229254128,0.415893057512229
"AC012485.1",0.145865563373349,0.157672695083301,1.01788926650948,0.840423703459905,NA
"HES6",14.5382393380992,2.9313101063946,1.15542067983457,0.000876148510231652,0.00318673551163326
"PER2",201.85692238226,-0.789707870493258,0.330031879070582,0.0110642601703232,0.0299688317039438
"AC012485.3",0,NA,NA,NA,NA
"AC012485.2",0,NA,NA,NA,NA
"TRAF3IP1",40.9877988192878,-0.542641853446817,0.413552992210488,0.149906254322179,0.25637329880797
"ASB1",327.268579388103,2.45690467680874,0.350639254391525,3.6214965296303e-13,4.74638595447636e-12
"AC016999.1",1.00589402982846,-0.20247403407104,1.02484537971204,0.445664431181576,NA
"LINC01107",0,NA,NA,NA,NA
"LINC01937",0,NA,NA,NA,NA
"AC113618.2",0,NA,NA,NA,NA
"AC145625.2",0,NA,NA,NA,NA
"AC145625.1",0,NA,NA,NA,NA
"TWIST2",0.145865563373349,0.157672695083301,1.01788926650948,0.840423703459905,NA
"LINC01940",0,NA,NA,NA,NA
"HDAC4",634.550422788225,0.725118405752393,0.235981492789244,0.00155487355594858,0.00530868963035162
"AC017028.1",6.75591825449591,-0.294266073658555,0.73280311722404,0.569110720965721,0.694116845014599
"AC017028.2",6.80280013181433,0.481529786804358,1.00926262505437,0.304599150443055,0.439477003037766
"HDAC4-AS1",3.09319612444982,0.142674388494713,0.890497955674873,0.753238795993231,0.838381314387436
"AC023787.2",0,NA,NA,NA,NA
"AC023787.3",0.563133751800217,-0.247298043876748,1.0513178555021,0.440829730728645,NA
"AC023787.1",0.145865563373349,0.157672695083301,1.01788926650948,0.840423703459905,NA
"AC079612.1",1.71527995635824,-0.279963426221966,1.07204771180038,0.211367905521445,0.332686418217584
"AC079612.2",0,NA,NA,NA,NA
"AC093802.2",0,NA,NA,NA,NA
"AC093802.1",0,NA,NA,NA,NA
"NDUFA10",2393.26108679154,-0.559981317256576,0.204747759627389,0.00512683941128672,0.0153202898367216
"OR6B2",0,NA,NA,NA,NA
"OR6B3",0,NA,NA,NA,NA
"COPS9",39.2757254279726,-0.361812491920491,0.478520908359375,0.389642349545953,0.531608579258393
"OTOS",0,NA,NA,NA,NA
"AC124861.3",0,NA,NA,NA,NA
"AC124861.2",0,NA,NA,NA,NA
"AC124861.1",0,NA,NA,NA,NA
"GPC1",11.6704133926498,0.140593494020468,0.724758943738774,0.786970728221502,0.863532894484399
"AC110619.1",0.110102080649407,0.146196502999083,1.01527160009931,0.840423703459905,NA
"ANKMY1",488.303964920225,0.818837975146546,0.334442959714615,0.0093332361569726,0.025843342607563
"AC124862.1",1.3255230810561,-0.125122292341976,0.981405795648539,0.677171873669417,NA
"DUSP28",100.617661205568,0.722118663995213,0.396472198680566,0.0476824015856116,0.102403400041053
"RNPEPL1",745.55581418818,0.270335046615734,0.29037335604198,0.33263394210971,0.471161991663871
"CAPN10-DT",36.4057614189707,0.0153922336305797,0.597980613150126,0.977912828573253,0.986124469165629
"CAPN10",234.987235410861,0.603750226713476,0.29868523435218,0.034205959635959,0.0781755297671309
"GPR35",331.086004852077,-1.97836163358813,0.344224055857435,1.80135446222559e-09,1.61992431945615e-08
"AQP12B",0.145865563373349,0.157672695083301,1.01788926650948,0.840423703459905,NA
"AC011298.1",2.49262488866706,0.191816104060779,1.00800059186257,0.490258892011598,0.625341101805358
"AQP12A",0.437596690120048,0.230282205852807,1.04216483027237,0.517142894755782,NA
"KIF1A",0,NA,NA,NA,NA
"AGXT",0,NA,NA,NA,NA
"MAB21L4",0,NA,NA,NA,NA
"CROCC2",4.98034337172118,-0.207680404825362,0.940612645493769,0.609163639401789,0.727045035567109
"AC104809.2",9.12342113651877,-1.53370265278472,1.59308683388571,0.0351206878866077,0.0798963721522247
"AC104809.1",0.245039993765463,-0.203532173722754,1.03133690133773,0.675782754728622,NA
"SNED1",24.8190044326409,1.30125202700814,0.905167048387947,0.0398311833049968,0.088509548693841
"AC093585.1",0,NA,NA,NA,NA
"AC005237.1",0.694699634354173,-0.0919426996526567,0.987331327211514,0.758075993209325,NA
"MTERF4",364.801860680489,0.698123851494474,0.29068429870337,0.0120333381409682,0.0321812268484508
"PASK",162.239666052797,1.45717591233348,0.361792706022947,1.89077996894843e-05,9.71425087796993e-05
"PPP1R7",464.897367460035,-0.370574178876566,0.253425415968277,0.129990997507584,0.229759511535925
"ANO7",2.58780744802651,0.732518935976623,1.41711924382023,0.0420921643673136,0.0925909213368192
"HDLBP",2500.54731020453,-0.75702567742556,0.157599623873566,1.11129164219688e-06,6.99420574807214e-06
"SEPTIN2",6023.56614513785,-0.443386110451225,0.132312716640664,0.000714234781774894,0.00265388207965773
"AC104841.1",28.9663935201376,0.759738301804986,0.462134429632271,0.0656221266535853,0.133203122759516
"AC005104.1",10.3213820150592,0.363320611153451,0.699751477672077,0.485779149433667,0.621437057908191
"FARP2",606.86260161809,-1.28810502236921,0.269318374267034,7.08684711342459e-07,4.59116142991897e-06
"AC005104.3",2.53867728045847,-0.950903934624855,1.26160352183683,0.105235731313123,0.195260919949056
"STK25",788.36131956974,0.481661319764195,0.23219305342079,0.0331334406110553,0.076095008980456
"BOK-AS1",0.104880026948116,0.144223854870853,1.01486138632239,0.840423703459905,NA
"BOK",68.1798066680871,10.1437641138892,3.72630471821744,1.32922005810637e-05,7.05509107764152e-05
"AC133528.1",2.45030937630475,0.639280365457911,1.31363240024714,0.0547426706133196,0.114846621600528
"THAP4",315.868922609941,0.061586536267355,0.26065242224078,0.809215561605512,0.878552198189791
"ATG4B",1204.92748829868,0.498540876402627,0.160311025474744,0.00163031651882899,0.00554207216543789
"DTYMK",133.365686485565,0.476272985547515,0.273232153199296,0.0702181626047492,0.140676182297815
"ING5",162.309207160636,0.087127788038051,0.340429040990293,0.788301948312883,0.864286187985523
"AC114730.3",0.755048403441979,0.257078582974868,1.0561929581266,0.370666175387183,NA
"D2HGDH",156.902180992611,-0.0738887505098208,0.407437702488332,0.84056046976465,0.899746269555935
"AC114730.1",0,NA,NA,NA,NA
"AC114730.2",0,NA,NA,NA,NA
"GAL3ST2",0.480186741008238,-0.239930004973864,1.04737549090295,0.484018909075857,NA
"AC131097.1",0.245039993765463,-0.203532173722754,1.03133690133773,0.675782754728622,NA
"AC131097.2",1.70242893867578,-0.321225252989764,1.08852951867094,0.184915676781897,0.301206164020364
"NEU4",26.3206093818617,-4.82933134050065,1.39401797474963,3.37553257922192e-05,0.000164893272896504
"AC131097.3",3.76551824661298,-1.15560118518463,1.4338595139221,0.0687033961511335,0.13826134880597
"PDCD1",6.28489210284243,-0.0197577260338273,0.808496080013534,0.965017689872201,0.978257102923273
"RTP5",1.64309631230837,0.308849078122682,1.08175560541366,0.199840939636392,0.319270134822161
"LINC01237",2.795429562932,0.483761261536006,1.01705054247289,0.297665287322084,0.431729684115988
"FAM240C",0.330306241948222,0.217973585889632,1.03654661188628,0.588834367338993,NA
"LINC01238",5.55234622156059,-0.186328424290471,0.789491864401213,0.710669595126419,0.807277990638701
"AC093642.1",0.31986213454564,0.216509328365303,1.03591537085379,0.597178476199043,NA
"AC093642.7",0,NA,NA,NA,NA
"LINC01880",0,NA,NA,NA,NA
"LINC01986",0,NA,NA,NA,NA
"AC066595.1",0,NA,NA,NA,NA
"CHL1-AS2",0,NA,NA,NA,NA
"AC066595.2",0,NA,NA,NA,NA
"CHL1",0,NA,NA,NA,NA
"CHL1-AS1",0,NA,NA,NA,NA
"AC087428.1",0,NA,NA,NA,NA
"LINC01266",0,NA,NA,NA,NA
"AC090044.1",0,NA,NA,NA,NA
"AC087430.1",0,NA,NA,NA,NA
"CNTN6",0,NA,NA,NA,NA
"AC018814.1",0,NA,NA,NA,NA
"CNTN4",0,NA,NA,NA,NA
"CNTN4-AS2",0,NA,NA,NA,NA
"AC087427.1",0,NA,NA,NA,NA
"CNTN4-AS1",0,NA,NA,NA,NA
"IL5RA",16.3665000899979,8.29958886303278,2.95798076352912,5.32002420341808e-07,3.50829986822736e-06
"TRNT1",508.855601199283,-0.241896434862006,0.207406251635581,0.232604993285781,0.356884435212497
"CRBN",1703.75044097748,0.663656188126248,0.185398929566325,0.000267989174204456,0.00109695264362463
"AC024060.2",42.9335476027951,1.05476071670617,0.546272982178697,0.0246580558950806,0.059277877935042
"AC034195.1",1.12352546559708,-0.35839090049466,1.09956547097328,0.224761167943156,NA
"SUMF1",1093.43238319408,-0.872080031445629,0.218032262505033,3.9902084879781e-05,0.000192316982286525
"LRRN1",13.2979440428627,-0.811086841153852,0.968725120878133,0.161483931429602,0.27174127365469
"AC023480.1",19.4605654710132,-0.477357055014019,0.626467083319595,0.339282260398206,0.478267197172415
"AC023483.1",11.9869113975862,-0.799249651062542,0.81273160092894,0.158028444839628,0.26709995071597
"SETMAR",54.8435822646513,-0.350108431385386,0.406323055856306,0.34542297630411,0.484738927716131
"ITPR1-DT",5.63090473977256,-2.95273591430563,1.42092924870437,0.00343398206293418,0.0107075885291824
"ITPR1",1362.46997924489,-0.654410581704219,0.237432723729731,0.00443514869710682,0.0134473135294509
"EGOT",24.9582721544381,-1.27830826040821,0.782919974096073,0.0307887705890175,0.0715595846953164
"AC018816.1",6.85317609054761,0.388465586107902,0.676606381550183,0.451952322597433,0.590815145284091
"BHLHE40-AS1",97.5237911566859,0.527157527684656,0.420976911563012,0.169096540516391,0.281597504206888
"BHLHE40",3883.37009836333,-0.752043990082945,0.466358133866663,0.0668954480620699,0.135290276856566
"ARL8B",1867.97792996964,-0.410304659216935,0.203857358492039,0.0394472716688223,0.0878958084625973
"AC026202.2",10.6329213132922,-0.871225990297105,0.722899474264599,0.11205305746548,0.204928543264292
"AC026202.3",0.258675495012325,-0.205876466834783,1.03224103695991,0.672715953837579,NA
"EDEM1",1589.9508106982,-1.2025953275188,0.206829914016241,2.70378620617427e-09,2.38349739396331e-08
"AC026202.1",0.499709365555804,0.238500566090951,1.04612405105384,0.476227236645967,NA
"AC087857.1",0,NA,NA,NA,NA
"AC026167.1",0,NA,NA,NA,NA
"AC069277.1",0.78179052798466,0.0830556210254906,0.985084298803634,0.753615012748479,NA
"GRM7-AS3",0,NA,NA,NA,NA
"GRM7",2.24144897348107,-0.684298517841883,1.35739190812447,0.0542225886894297,0.113933259182525
"GRM7-AS2",0,NA,NA,NA,NA
"AC066585.1",0,NA,NA,NA,NA
"GRM7-AS1",0.122519996882731,-0.157797578288004,1.01844708142245,0.836090495513645,NA
"AC077690.1",4.77292271851025,-0.606411870374861,1.30188785463233,NA,NA
"LMCD1-AS1",5.17177048341906,-5.62769000656648,3.3059592898131,0.00170399267882258,0.00576433572389008
"AC018832.1",0,NA,NA,NA,NA
"AC023481.1",2.67527064182405,-0.0251120966011851,0.969424135406926,0.930408209971868,0.958129014252511
"LMCD1",1.74255095885196,-0.316998446197211,1.0869198496913,0.184398436880452,0.300598442054401
"AC034187.1",0,NA,NA,NA,NA
"SSUH2",0.122519996882731,-0.157797578288004,1.01844708142245,0.836090495513645,NA
"CAV3",0,NA,NA,NA,NA
"OXTR",0.856680185519545,0.178311032312668,1.01372661764607,0.500453277591845,NA
"RAD18",183.521895015873,0.534872475487603,0.318308548748034,0.0765885000913552,0.150900818573179
"SRGAP3",155.949397368846,-2.96109198416779,0.410730675691693,6.0519586978947e-14,8.4953747825047e-13
"SRGAP3-AS1",0,NA,NA,NA,NA
"AC037193.1",6.0709247833105,-5.89991605042806,3.36710552476091,0.00141960313065544,0.00490845828226627
"SRGAP3-AS2",3.31464872019662,-0.827331903197223,1.56385066240919,0.025170746533958,0.0603326399679852
"SRGAP3-AS3",0,NA,NA,NA,NA
"SRGAP3-AS4",0,NA,NA,NA,NA
"AC026191.1",0.376649773301359,-0.0668642074365968,0.987105781331848,0.830712241511509,NA
"THUMPD3-AS1",292.902731472842,0.628952189404618,0.356095061349101,0.0589944724857695,0.122087138561354
"THUMPD3",371.415556845421,-0.129653929052066,0.245388645739088,0.584584880329275,0.707336021792266
"SETD5",972.225119292925,0.488894420927037,0.183671112122909,0.00679887738887729,0.0196491116160223
"LHFPL4",13.1025879940685,-0.0365889435069578,0.764500654639598,0.938877876134646,0.963267043156184
"MTMR14",3270.04819467136,-1.60763929862858,0.157940685040946,7.41701000766605e-25,2.22013467023726e-23
"AC022382.2",28.5575846026993,-0.318479334264257,0.621542799289071,0.518330715408287,0.65026944296676
"CPNE9",4.27660234061709,-0.0590556234626976,0.892234783261309,0.888938652737506,0.931021358361506
"BRPF1",565.155788375318,0.0186415358109235,0.262652428908397,0.94347306453449,0.966075250036883
"OGG1",389.054270366515,0.57640822304692,0.256853583441778,0.0202329943366284,0.0501363662146609
"CAMK1",110.199844156191,-3.06196509495798,0.367052208804742,8.771907891131e-18,1.6902583911781e-16
"TADA3",1501.2884134184,0.371708294402913,0.174098243621127,0.030277441002502,0.0705305912393214
"ARPC4",3515.90146366518,-0.443398579669971,0.196649233157509,0.0212720918851161,0.0523449089418983
"TTLL3",1384.04082982344,0.2636921188032,0.22377137470408,0.227826109568281,0.351747320202163
"AC022382.1",9.82961267818919,0.05630194419766,0.592730012167314,0.909254481252562,0.944899673540868
"RPUSD3",506.15179466391,0.450226573827307,0.268969787361287,0.082576509951537,0.160587822614734
"CIDEC",1.35552464659496,-0.271638870607832,1.040981282233,0.315141145560599,NA
"JAGN1",398.196519945819,-0.798289226219857,0.24041575967489,0.000608372679798099,0.00230246792789892
"IL17RE",0.516547526155126,-0.112502691676977,0.994416454029207,0.693738300283054,NA
"IL17RC",85.2994848968162,-1.72037328189792,0.504324569416083,0.000149936049282681,0.000643641302135719
"CRELD1",558.999903400966,1.42516911812213,0.272961418109986,6.4204525928931e-08,4.79862728880463e-07
"AC018809.1",10.5646794771267,0.721610073749152,0.84223496123267,0.202117127403988,0.321796254421281
"PRRT3",55.6869943095308,3.44493541207853,0.614028425372089,1.88930668293562e-09,1.69495735302752e-08
"PRRT3-AS1",3.35586564055239,0.304900270672455,0.863787788328943,0.542233835196803,0.671459792753603
"AC018809.2",35.1473532366562,0.0445398803380153,0.649918556637006,0.932859510389764,0.959686072115107
"EMC3",594.376543637908,-0.253208101841513,0.207754640075815,0.212001583198487,0.333460083260912
"AC022007.1",21.1546896473801,-0.272725544262512,0.524802082110217,0.543089568200347,0.672144499026965
"FANCD2",191.35093020313,0.0253718041630541,0.277073457477112,0.926052147651797,0.955314137634404
"FANCD2OS",0.277475342909245,0.204074342489845,1.03115170927372,0.657433150818097,NA
"BRK1",982.849571063815,-1.02467027692698,0.221614442100739,2.05197858338604e-06,1.24351094778784e-05
"VHL",233.464194569219,0.00433930218809751,0.357859409718259,0.987434768238446,0.991927192115782
"AC034193.1",13.294275365904,-0.00433563183081479,0.668955881246782,0.990351226801735,0.993633691041108
"IRAK2",374.206754411858,3.11510114966752,0.481766583759857,1.05444416225073e-11,1.2118682202769e-10
"TATDN2",432.281570686995,0.710881306927591,0.346742514419181,0.0287331355389533,0.0673574179109511
"LINC00852",140.047814093604,0.426108054058788,0.333403763848615,0.176243849935899,0.290893023972997
"GHRL",205.472195629326,-2.16010980067934,0.468464207409113,6.79351420973471e-07,4.41484330638161e-06
"GHRLOS",57.2067575509847,-0.878647790040116,0.376392290639432,0.0116693555346983,0.031314049853477
"SEC13",1624.7537384497,-1.07216498147365,0.206796666557962,1.1132890844539e-07,8.06103763002731e-07
"ATP2B2",1.24391124244818,-0.272918868602176,1.06711413343666,0.266736870908304,NA
"ATP2B2-IT1",0,NA,NA,NA,NA
"ATP2B2-IT2",0,NA,NA,NA,NA
"LINC00606",0,NA,NA,NA,NA
"AC018495.1",0,NA,NA,NA,NA
"SLC6A11",0,NA,NA,NA,NA
"AC027128.1",0,NA,NA,NA,NA
"SLC6A1",0,NA,NA,NA,NA
"SLC6A1-AS1",0,NA,NA,NA,NA
"AC066580.1",0,NA,NA,NA,NA
"HRH1",1.37370586643552,-0.3980903594869,1.12207283644252,0.173972338293527,NA
"AC083855.2",3.15087757183221,-2.30262940243941,2.41828028823444,0.0123860732541951,0.0329826649879019
"ATG7",930.867770246402,-1.14483447602991,0.213408165128145,3.91468367444015e-08,2.9939194458799e-07
"VGLL4",382.688840775778,0.524426831495927,0.212600290145538,0.0115857768643267,0.0311253736315034
"AC022001.2",2.91663016067843,0.51790765422197,1.01024160411263,0.284385393515131,0.417211752839976
"AC022001.3",6.88858043939649,-0.189556942483394,0.811824352519226,0.703318572853703,0.801596099794637
"TAMM41",307.413550908076,-0.0106613013850651,0.281581457747154,0.966507460459683,0.979185534030086
"SYN2",1.97151724541839,-0.397748300637077,1.10059437702298,0.181381446650389,0.297541035812822
"TIMP4",0,NA,NA,NA,NA
"PPARG",0.735119981296388,-0.257176779125408,1.05702916354339,0.377032227626667,NA
"TSEN2",161.727306060233,-0.199602524657059,0.305183513184758,0.491213514927814,0.625872046718617
"MKRN2OS",3.4760657742986,0.0521925942591271,0.841838803381351,0.915140148842884,0.948390409358545
"MKRN2",1005.59950459156,0.371030617091733,0.19979968484617,0.0583074025580333,0.120958696939225
"RAF1",2697.16352812943,0.41737481114076,0.232167463165378,0.0649344686842384,0.132100731503621
"TMEM40",0.44040832259763,0.233328544467644,1.04353415356214,0.507182015300329,NA
"CAND2",19.2207533606778,1.00760490505826,0.805142197679633,0.0836518812210834,0.162221379082175
"AC034198.2",0.38493774661923,-0.228467288105293,1.04173784401955,0.547828526799552,NA
"RPL32",991.308575215357,-0.919665398297857,0.274689909430842,0.000484440717697741,0.00187424930730802
"LINC02022",0,NA,NA,NA,NA
"IQSEC1",896.215470299757,-0.177764115751385,0.240789308140386,0.445706302490886,0.585099606871466
"NUP210",4033.5718079211,0.450103085246804,0.148138082235333,0.00213259377434249,0.00703295026477944
"HDAC11-AS1",0.511935288045513,0.239405061203845,1.04658929462881,0.470592171954002,NA
"HDAC11",92.7908084372321,-0.422957304410735,0.346783384682066,0.192682838871509,0.310436219412867
"FBLN2",591.541620895735,-2.57526433478348,0.898392004615173,0.000391070585906617,0.00154290787393218
"LINC00620",0.112626750360043,-0.154513472221017,1.01768884105003,0.836090495513645,NA
"WNT7A",0,NA,NA,NA,NA
"AC090004.2",0,NA,NA,NA,NA
"CHCHD4",141.588035564404,-1.58092664202474,0.442085401924309,9.58162095896084e-05,0.000429798905730824
"TMEM43",2597.71169077352,0.146184015371198,0.183215331737019,0.419035900821818,0.560052022772829
"AC093495.1",60.1477039650192,0.0712378752971207,0.384258543372431,0.843351875856944,0.901317009628331
"XPC",1036.15372089269,0.322610461637178,0.207865806074384,0.11286101433172,0.205926849264973
"LSM3",98.5121640877321,-0.167539240578066,0.288584214926286,0.543382131421342,0.672349409448559
"AC093496.1",0,NA,NA,NA,NA
"LINC01267",0,NA,NA,NA,NA
"SLC6A6",1059.8235496245,-0.978837504585221,0.212079283664062,2.23583383828855e-06,1.34926461340834e-05
"GRIP2",3.21608845979564,-1.27797374095942,2.13162869945152,0.0275658802247418,0.0650435554510881
"AC090952.2",0,NA,NA,NA,NA
"AC090952.1",0,NA,NA,NA,NA
"CCDC174",396.661084071325,0.448832645087913,0.299230381884465,0.116454042568019,0.2108847424659
"C3orf20",2.87302683124842,0.197502658193865,0.9542089129841,0.612617241719625,0.729821022762087
"AC090957.1",0,NA,NA,NA,NA
"AC087591.1",0,NA,NA,NA,NA
"LINC02011",0,NA,NA,NA,NA
"FGD5",0.267765277665489,-0.00445118217022619,0.985489632462939,0.997788293574317,NA
"FGD5-AS1",1359.37967631421,0.008557363017706,0.162022829598809,0.959057995458779,0.974694735393323
"NR2C2",727.47184554481,0.886534092871122,0.191902927449166,2.48082185089668e-06,1.48280460183531e-05
"MRPS25",484.65092798078,-0.51772714916443,0.174336697257698,0.00253838751705081,0.00820952544805995
"RBSN",427.5279060479,0.854450152779959,0.381470540558647,0.0155881763985099,0.0401645928950073
"CAPN7",706.965489691304,0.610533231611035,0.203961684651369,0.00225898295074537,0.00739389466682752
"SH3BP5-AS1",727.975097575421,1.23563452091697,0.28129716773226,4.92455734920301e-06,2.80924292795872e-05
"SH3BP5",473.483030914203,1.06538013308893,0.445259270680428,0.00814352528254227,0.0230107923069487
"METTL6",158.182418687492,-0.156478532542502,0.332140901774096,0.616173962743732,0.732848728312698
"EAF1",758.603301187904,0.425320497592761,0.2542196315879,0.0856529845699789,0.165231289383222
"EAF1-AS1",19.6495577051831,1.76113485371873,1.1453377377402,0.0173125030529675,0.0439379387827038
"COLQ",459.579336251674,5.65239748589251,0.384734869233318,4.57514415657599e-50,3.62305086627081e-48
"AC027129.1",0.263219559071792,0.201692074470913,1.03024246282441,0.658792766919124,NA
"HACL1",595.353970892404,0.350369706473998,0.197863259972843,0.0712071326901339,0.14233842436132
"BTD",348.669529861054,0.817033948844235,0.241719644225521,0.00049111854033316,0.00189656641254583
"ANKRD28",584.28385443037,0.432733667833019,0.34624676205348,0.184165436868517,0.300322957611288
"AC090945.1",0.104880026948116,0.144223854870853,1.01486138632239,0.840423703459905,NA
"AC090946.1",1.44770757489485,0.277019306706881,1.06856380407432,0.240935855471085,NA
"GALNT15",0.131609779535896,0.153467736954809,1.01688427964779,0.840423703459905,NA
"AC090953.2",0,NA,NA,NA,NA
"DPH3",519.727587440169,0.120393765620937,0.213440349286533,0.565528676045383,0.69127135908928
"OXNAD1",349.729020162593,0.279929780691698,0.317494093950552,0.354757412634544,0.495305083982049
"RFTN1",1539.03420456468,0.898017219656305,0.276676744828111,0.000729510984869608,0.0027042192700045
"AC090948.1",32.5139559270655,0.12503951077091,0.678619481475825,0.809365276358775,0.878552198189791
"AC090948.2",11.4537823522602,0.483896136514538,0.777225309575788,0.368466768274428,0.509683395266397
"AC090948.3",17.4090046981755,1.55168717436726,1.00675745291466,0.0234105453393782,0.0567733705813994
"AC090948.4",28.2785589310078,0.813717118725027,0.618540839340482,0.107211932908347,0.198085603152576
"AC010727.1",35.0736538385146,1.04161697766263,0.953951425997722,0.0901340293928103,0.1725278392294
"LINC00690",0,NA,NA,NA,NA
"AC010139.1",0,NA,NA,NA,NA
"DAZL",0,NA,NA,NA,NA
"AC091493.1",0,NA,NA,NA,NA
"PLCL2",737.592525877349,0.991842328631642,0.195959987308343,2.34592203718238e-07,1.62886662204362e-06
"PLCL2-AS1",13.7093109621489,0.368059363537467,0.568373033251355,0.438678109351347,0.579103239523533
"AC090644.1",3.3592935731319,-0.40289562546587,0.937530008798609,0.403373937710168,0.544955518495857
"TBC1D5",1879.21650305405,-0.230363307740859,0.183205049501466,0.200504882613994,0.319962217234881
"AC104451.2",3.49980678756262,-4.89523460530953,3.20597456621158,0.00313266735160335,0.00987161438282888
"AC132807.1",0,NA,NA,NA,NA
"AC132807.2",0,NA,NA,NA,NA
"SATB1",1477.50817350283,0.811372063569157,0.299794246522712,0.00444232400573948,0.0134647184980166
"AC144521.1",17.3159851666705,-0.102656096581368,0.731317954703384,0.837333352142388,0.897183852078576
"SATB1-AS1",64.3637931803066,3.21589577599665,0.421617910350043,2.66896054012496e-15,4.18821500142686e-14
"KCNH8",6.94026103985185,-6.24279093590324,3.31351740468887,0.000833989921815709,0.00304470198888047
"AC061958.1",0,NA,NA,NA,NA
"EFHB",4.55799521996439,0.139107922481733,0.903645360132933,0.75226327147112,0.837742661779504
"RAB5A",1218.95295055187,-0.667597692364187,0.158324536268369,1.90905205019396e-05,9.79204396776174e-05
"PP2D1",17.2531674054753,0.101331124012169,0.693664489119068,0.845800445685448,0.90291833040421
"KAT2B",811.805240924804,1.19334332470224,0.22499595081868,5.32039847366809e-08,4.01017022304428e-07
"SGO1",27.7539126030013,0.313538257789184,0.558290849984006,0.505029998918386,0.638429144077754
"SGO1-AS1",6.57097140481042,1.61929786139065,1.05716355475356,0.0229324851756825,0.0557942548324098
