"","DZQV_mDC_rep4","925L_mDC_rep2","9JD4_mDC_rep1","G4YW_mDC_rep3","DZQV_NK_rep4","925L_NK_rep2","9JD4_NK_rep1","G4YW_NK_rep3"
"PLD1",6.81106583470131,4.85025301880706,6.62936305506577,5.88945477005876,7.19916856400333,6.65572563354601,7.04126600564074,6.51762277175764
"TMEM212-AS1",0,0,0,0,0,0,0,0
"TMEM212",0,0,0,0,0,0,0,0
"TMEM212-IT1",0,0,0,0,0,0,0,0
"AC055714.1",-2.11689087540389,-2.1171025762118,-2.11858127979626,-2.07461774822575,-2.11338917858668,-2.1190364575667,-2.1154540051112,-2.12001202830743
"FNDC3B",9.52831452435368,9.73737807397767,9.4891345645438,9.13283477627362,10.9792284096284,10.7644359618074,10.0810198560169,10.3412547193298
"GHSR",1.19888374336753,1.19691708121087,1.18342753840126,1.21904598389615,3.00356794824746,3.48402820753321,2.59671884218325,3.40567395083282
"TNFSF10",11.517702278756,9.898943560042,9.91175030554158,10.7713500252691,9.57648662946187,7.91791533466229,9.01224690255366,8.94145768904515
"LINC02068",1.88266377775446,0.980966879763623,0.607352353367272,0.83938672509171,0.620129207010093,0.606337104314476,1.57667645364655,0.787799148726631
"NCEH1",8.99760929697402,8.43313648553201,9.40018588593445,9.50692307757365,8.86114840666257,7.88790231892845,7.13180009755964,7.82811668156997
"AC108667.2",0,0,0,0,0,0,0,0
"ECT2",7.02875465749308,5.4494244010421,7.24809827341677,7.34495572848317,6.83758010713882,6.96516490056665,6.86367796728167,6.13821710108431
"SPATA16",0,0,0,0,0,0,0,0
"AC068759.1",-1.12128185248133,-1.12202670794558,-1.12597191940962,-1.11382762990808,-1.10896136096199,-0.995204326351524,-1.11622631821337,-0.71058382024303
"NLGN1",0,0,0,0,0,0,0,0
"NLGN1-AS1",0,0,0,0,0,0,0,0
"NAALADL2",-0.504619286670587,-0.630374699338518,-0.420514843410954,-0.77508951716962,-0.774434259055934,-0.776895850646376,-0.775399567239305,-0.77726663262756
"NAALADL2-AS3",0,0,0,0,0,0,0,0
"NAALADL2-AS2",0,0,0,0,0,0,0,0
"AC008180.2",0,0,0,0,0,0,0,0
"NAALADL2-AS1",0,0,0,0,0,0,0,0
"AC104640.1",0,0,0,0,0,0,0,0
"LINC01208",-1.62833690142969,-1.76913764090499,-1.7717233426412,-1.76506277962488,-1.76264429173926,-1.77251927900307,-1.76625490416054,-1.77422518881801
"LINC01209",0,0,0,0,0,0,0,0
"TBL1XR1",11.2247020619939,11.4356668338233,11.5387056747095,11.1779162317533,10.8113328198154,10.9026391876444,11.2954525433389,10.4610779437367
"TBL1XR1-AS1",1.77014103758968,2.49524735463582,1.97876660531341,2.16639588868216,2.09168571087242,2.37337630577549,1.43632530856138,1.94972891893659
"LINC00501",0,0,0,0,0,0,0,0
"AC117465.1",0,0,0,0,0,0,0,0
"LINC00578",0,0,0,0,0,0,0,0
"AC026355.3",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"AC026355.2",-1.30983921399835,-1.31044541930161,-1.31467968729388,-1.30377254808462,-1.29981210450353,-1.31598308892515,-1.30572473564494,-0.932718406062696
"LINC02015",0,0,0,0,0,0,0,0
"AC007953.1",0,0,0,0,0,0,0,0
"AC007953.2",0,0,0,0,0,0,0,0
"AC110992.1",0,0,0,0,0,0,0,0
"AC117453.1",-1.10296576254184,-1.10302579788471,-1.10343066324432,-1.09547399893103,-0.811541304506704,-0.978745956491268,-0.957382260086283,-1.10379911612463
"KCNMB2",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"LINC01014",0,0,0,0,0,0,0,0
"KCNMB2-AS1",-1.7688490782576,-1.76922098549963,-1.77181871092788,-1.69458539312398,-1.76269744181085,-1.70207656574037,-1.7663248438298,-1.77433219086257
"ZMAT3",7.22901340018302,8.21406704804438,7.95928264109363,7.27370481653267,8.41624743031626,9.0878372179895,8.899434151498,8.71026111955359
"AC076966.2",0,0,0,0,0,0,0,0
"PIK3CA",7.3802594044491,8.25772080253626,8.14229163161797,8.21546785531638,8.95126908181842,8.90450627586588,9.23633602121464,8.14696910284041
"KCNMB3",3.3000284008341,4.71430410024764,4.19073148281658,3.47213032626889,2.79329406286877,3.12470917322761,3.97925575619751,4.04895657580271
