"","DZQV_mDC_rep4","925L_mDC_rep2","9JD4_mDC_rep1","G4YW_mDC_rep3","DZQV_NK_rep4","925L_NK_rep2","9JD4_NK_rep1","G4YW_NK_rep3"
"AC090181.1",0,0,0,0,0,0,0,0
"AC090181.2",3.55608199327215,6.04101876500373,4.4031334802295,4.12525803523005,4.70988979787339,4.42160307253423,3.71426905394631,3.66764137837508
"PEAK1",7.22140189796407,8.06114501989341,7.10987693429267,6.81397944006726,8.71288498897968,9.19666895803391,8.87769708567748,9.20015680253556
"HMG20A",9.75090881817079,9.32601671120863,9.56194610621795,9.78444745283091,9.93223739777066,9.86971337473867,10.2536846240622,10.1637336702424
"AC046168.1",0,0,0,0,0,0,0,0
"AC046168.2",0,0,0,0,0,0,0,0
"LINGO1",0,0,0,0,0,0,0,0
"LINGO1-AS1",0,0,0,0,0,0,0,0
"LINGO1-AS2",0,0,0,0,0,0,0,0
"AC105133.1",0,0,0,0,0,0,0,0
"AC104758.4",-2.11604210437627,-2.11621833400783,-2.08402278945419,-2.11427846705247,-2.1131271285384,-2.11782818709251,-2.11484598649287,-2.11864029770226
"AC104758.5",0,0,0,0,0,0,0,0
"TBC1D2B",8.7255861479259,9.12826653954587,8.66771978156341,9.23282762217788,8.43915545947273,9.12379624255067,8.89481918977878,8.63367145912708
"AC104758.2",0.0675483066159482,1.15037195118833,0.244963680462697,0.0705765021139846,0.0726794200347189,0.51175706597673,0.0695769018972521,0.233342973997098
"SH2D7",-0.676546626607898,-0.958431926855573,-0.959009201447984,-0.953022570437264,-0.947296517597479,-0.959180013043866,-0.54287691450017,-0.959535515525381
"CIB2",0.124484052950628,-0.295639502852518,-0.616242958318061,-0.61352192645767,-0.61243354073716,-0.616542230543009,-0.614038254518493,-0.617165884586608
"IDH3A",10.5203324324383,9.95701607897,10.4196318666277,10.3605162076269,8.8282721447146,8.33314146771154,8.89699151269224,8.08560820730608
"AC090260.1",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"ACSBG1",1.49539105386996,2.69016248921024,2.72743238172534,1.07596414851041,1.35226922672876,1.8480710870854,1.32441697550932,1.05162849862499
"AC090607.3",0,0,0,0,0,0,0,0
"DNAJA4",7.61485912039327,7.54163820026932,6.80747085798808,7.51207680275296,8.15808990719486,7.06227452867462,7.80189403591693,7.33240159864075
"WDR61",10.2443683900057,9.54201309788401,10.0062911130776,9.94692221913139,8.79626975314799,8.52187609791767,9.12455736795341,9.1564516851006
"AC090607.4",0,0,0,0,0,0,0,0
"AC090607.1",3.16952146185266,3.16248287764845,3.3930057533771,3.46840561082778,3.28850985299157,2.92466376549132,3.62774879075466,3.77338833773068
"AC090607.5",0,0,0,0,0,0,0,0
"CRABP1",0,0,0,0,0,0,0,0
"IREB2",10.7439986223777,11.4770579471374,10.6652957411662,10.8964495629941,10.5269845052212,10.8257254708395,10.2702967531049,10.2874552142662
"AC027228.1",-1.01253450554241,-0.872823480562329,-0.669978151720211,-1.00577374948843,-1.00063452139478,-1.01320943302057,-1.00830698521031,-0.889883075558364
"HYKK",-0.381342789808517,-0.381440016256349,-0.382095741338143,-0.00246833337279873,-0.379605968822515,-0.0578130313815766,-0.380659962248795,-0.160011793978005
"PSMA4",11.7562685380096,10.764244858391,11.0809743346267,10.8696132993295,10.3122270475866,9.0974448261075,10.0483010649271,10.1152081044646
"CHRNA5",1.62905573114204,2.01238210020887,0.92388166209608,1.86348222290996,0.937475108506965,1.24650368855844,0.931774900843366,1.3551524973982
"AC027228.2",-0.0563246656093172,-0.371135405202456,-0.372265724154998,-0.369218574807725,-0.367999055051234,0.382136807150968,-0.369796973756964,-0.221665268361539
"CHRNA3",-1.12828332393074,-1.12914744031396,-1.13425065747481,-1.11963558465938,-1.11399016360354,-1.13443240442076,-1.12241833374604,-0.496897481856153
"CHRNB4",0,0,0,0,0,0,0,0
"AC067863.1",0,0,0,0,0,0,0,0
"ADAMTS7",-0.743075902722384,-0.743267261076527,-0.744569299683232,-0.741091966427256,-0.739728857713289,-0.744957997578262,0.119228944559493,-0.745772090948225
"MORF4L1",11.4539278191188,11.4139587935258,11.3247707524066,11.1736428436812,11.1234860980765,10.4026135254453,10.697389368064,10.4327778819992
"CTSH",12.8163616971851,12.8651353873425,12.478667084909,12.8119099268978,6.84762868546801,8.53081440281073,6.76982639865041,7.23580603151113
"RASGRF1",3.07366953895582,4.92256320827123,3.34559004252731,3.79265495113647,1.24363068720952,1.78344323890731,1.20814969323191,1.1328065054363
"AC011944.1",2.50736731936485,2.86086333969706,2.64168227055724,2.58224456500216,1.20279057163011,1.16947136071153,1.19001514455048,1.16423100972806
"ANKRD34C-AS1",-1.11362638587114,-0.984966007248188,-1.11652310536771,-0.97371518925841,-1.10203683419669,-1.11663428713443,-0.975971570184566,-1.00099913869741
"ANKRD34C",0,0,0,0,0,0,0,0
"TMED3",9.85050614695336,9.0936947522485,9.59764340097053,9.5722779424218,8.89718327373711,8.63671490067775,8.9011911844284,8.88863031048725
"AC027811.1",2.50203767561089,3.29641362309585,2.24456805949163,2.90044313186748,1.4267052942754,1.38549386715269,1.41094077876372,3.17720622612065
"MINAR1",2.06795531010577,2.18659441768799,1.55153589915726,2.1125157845133,2.67810717504619,2.02480216029314,2.76033355732329,3.05931494866553
"AC021483.1",-0.982161816711412,-0.98232308184455,-0.983415324837541,-0.974436323749716,-0.966706188012848,-0.983739694298612,-0.0308367739360389,-0.984416534989094
"MTHFS",6.85378045910018,7.15809528047661,6.69589222367246,6.82138697263712,6.22811595779709,5.99441055258096,6.12073990867961,6.44782481101597
"AC021483.2",0.750499710469882,0.749944787083216,0.746183077836871,1.97164878991098,1.79018293809797,0.745064846926728,1.88489657178542,0.742729872044275
"AC015871.7",6.52738290939169,5.49892043768947,5.38580722413552,5.85517848267479,5.54472252960205,6.56319217306994,5.26132377925811,6.35113192860396
"AC015871.1",4.13873969550957,4.76114628483888,4.36095195204159,4.96272832095266,4.30507939259742,3.82110350548,1.98435623435537,3.58228725794986
"AC015871.4",6.48256188436462,5.50050246081593,5.12771764394451,5.07587543302478,3.99613317177159,5.97304310680754,4.14753060075248,5.58641898365588
"ST20-AS1",6.71308818570623,5.5325304084636,5.64232714323462,5.56784985548836,4.73844365476419,5.07268534125438,4.62590338766795,5.19131001368105
"BCL2A1",10.0709282085487,9.64550704577801,6.790478321465,6.17986907840805,5.29441751220464,5.72707415096845,5.20273044369608,5.26252003048621
"ZFAND6",10.8418862188919,10.8027840071926,10.6129526025709,10.6454005135405,10.6225494354908,10.1650517430541,10.7057930736082,10.2972692666118
"FAH",8.15232781353656,7.50878083054891,8.12923157500483,8.75201094786951,6.693415834533,5.61665807604048,7.56694767144029,6.90819611191595
"AC087761.1",0,0,0,0,0,0,0,0
"CTXND1",-1.23882714410125,-1.23956809524418,-1.24474354602211,-1.23141199445083,-1.22657123310788,-1.24633666459628,-0.728501769299793,-1.24969869865054
"LINC00927",0,0,0,0,0,0,0,0
"AC016705.2",0,0,0,0,0,0,0,0
"ARNT2",-1.00717700505978,-0.131271149281214,-1.00828193739748,-0.998183646315973,-0.990946408891305,-1.00856763235566,-1.00175103582229,-1.00916347123751
"AC016705.1",0,0,0,0,0,0,0,0
"AC016705.3",0,0,0,0,0,0,0,0
"AC108451.1",0,0,0,0,0,0,0,0
"AC108451.2",-1.02419009694231,-0.139001941830532,-1.02532494554811,-1.02195303517784,-1.01886649014364,-1.02561864085374,-1.02268817281883,-1.02623151923256
"ABHD17C",3.20849326187146,5.33960906770592,3.14276430858665,3.73706195669477,3.34736055497319,4.00791519763814,3.26504185233136,4.2106795113682
"AC023302.1",0,0,0,0,0,0,0,0
"AC023302.2",0,0,0,0,0,0,0,0
"CEMIP",5.32354312985817,3.66690901456547,4.98518421611961,4.99286128251823,3.34813177679919,5.74943400559523,5.5870585009248,5.39508573123608
"AC027808.2",1.67758546330638,2.31630977490632,2.91097063314445,2.24286614132112,2.62815113680183,3.10203736800083,2.46814643274358,2.74241219308351
"MESD",9.42121176088181,9.41666828092159,9.50666421794452,9.83918949888301,10.0177148420421,9.34695422416008,9.64843427416295,9.81293078737589
"AC068870.1",-0.14361018979011,-1.0261714687455,-1.0271587645968,-1.02377064257754,-1.0219019771378,-1.0274520161853,-1.02450857626476,-1.02806399947838
"AC068870.2",2.62073235436365,2.96458229583314,2.76126502822179,3.04181453307926,1.86656320050093,3.09581869136124,3.22239112548197,3.11845638800768
"TLNRD1",6.27229454847308,6.20600721849906,5.31553941030895,4.30776068884123,5.12481474630228,5.5921204699757,5.29108512993901,5.61575609819984
"CFAP161",1.7759378981086,1.43535436313392,1.97520963236736,1.72140420847919,1.11813523131701,1.40887674158022,1.11248214010288,2.002482411869
"IL16",12.3699281512189,12.1288422131746,12.3135706187156,12.5356702963998,12.299757774215,12.1364107372645,12.1232372495944,12.4754897518522
"AC103858.1",5.12500221368946,5.22422110590127,5.11851153258353,5.40167057259526,4.43992510057795,5.06715561013736,4.27463384829955,5.09454987994495
"STARD5",5.1503285801303,5.05606876308166,4.5727971280529,4.25787631944702,4.6097527828778,4.2777305512423,4.55480322798635,5.6516817785139
"AC103858.3",5.06341328771768,4.49511581262783,5.34805769930694,5.05002157003452,5.30773522702714,4.0740212979557,4.42440859458338,5.06250950786464
"TMC3-AS1",0.882176400393723,1.80318589728429,0.875741442055918,1.14301334343111,0.896603006267303,1.09202407903548,2.54477199141645,2.10093549341378
"TMC3",-1.45137040293312,-1.45183726488734,-1.45509823706775,-1.44669823083427,-1.44364814133507,-1.45610203665418,-1.44820168534796,-1.19959258156493
"AC103858.2",0,0,0,0,0,0,0,0
"AC109809.1",-1.76998069624872,-1.77037647079403,-1.77314090634136,-1.76601993917423,-1.76343427595246,-1.77399186093575,-1.61715680560671,-1.77581568990523
"AC060809.1",0,0,0,0,0,0,0,0
"AC023034.1",-1.77058307307464,-1.77099155397193,-1.77384474179385,-1.61153731985478,-1.76382647978581,-1.77472301630746,-1.76781060341686,-1.77660539935308
"AC104041.1",-0.178743094193815,0.202042789276843,0.0773757187688965,0.120450752515228,-0.176272358193175,0.072552177320722,-0.177770369595527,-0.180671193693561
"MEX3B",3.83997907250537,4.90079967201769,4.47827330974887,2.5810745707584,2.63068290149706,2.57959556323399,2.16029672511931,1.45758578410062
"LINC01583",-0.991535002391151,-0.621471874178847,-0.858077710961725,-0.985060284647147,-0.979786030711461,-0.992248411028352,-0.987660077501767,-0.86641004890362
"AC026956.2",0.916859991894351,0.91638055537588,1.92974524077283,0.921866876271,1.6832905225315,1.78924210494343,1.41108293480845,1.07329715030015
"EFL1",9.08880185803181,8.63886637566119,8.7501592446646,8.70955751791521,8.55188019344252,9.17913703088677,9.00922381731852,8.68791704576659
"AC026624.1",1.63433823397794,1.6316023966497,1.49052521751053,2.08977457675687,2.43489956289483,1.35503806264624,2.15130067311741,1.7017107820131
"SAXO2",2.77934104845987,1.38032365812961,1.36873842420406,1.6876606676162,1.93995596998025,3.01443245855688,2.75273925589457,3.65685094654972
"GOLGA6L10",2.59020205718494,1.51077867750863,1.88754643617997,1.52428613363769,2.51681667709817,2.59847258477407,3.03743705801909,2.92183432962797
"GOLGA6L9",4.28720174255583,1.82592375309589,4.14445369804726,4.15400836177295,4.29084802971272,5.49800611339459,5.9428039966042,5.59305826707682
"RPS17",8.71929603960612,10.4515528457582,9.61638017374604,9.72391403711392,8.52436407972039,9.31630198718538,9.14723436579207,9.45699454831175
"AC245033.2",-1.76673553550666,-1.76706287713608,-1.76934931735119,-1.76345962832693,-1.76132104912269,-1.7079643673829,-1.76451377987178,-1.70947284020851
"CPEB1",0.366545873046405,0.366211255010897,0.682529437266444,0.370039801064946,1.39796433186574,0.905600383883312,0.725271190027483,0.361869437483986
"CPEB1-AS1",0,0,0,0,0,0,0,0
"AP3B2",-1.18262136649558,-1.1834069638373,-0.629769912032604,-1.17475941512482,-1.16962697248105,-1.1905833750501,-1.17728930615296,-1.19138667773804
"AC105339.3",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"AC105339.6",-0.159525878293312,-0.159701041088059,-0.160884840268089,-0.157691807217426,0.0322319116859016,0.11643665708642,0.0156244968523181,0.542373501905747
"SNHG21",3.29080176112338,3.46618894722921,4.23399593501374,4.09172762868768,3.61249579961881,4.42172632942756,4.55795426153617,3.57478494221615
"FSD2",1.70072729803719,1.69830597879347,3.74148999926696,2.59755508063191,3.36327699653195,3.79984908804407,3.87995270689318,3.17192815231993
"WHAMM",7.17060595133501,8.18134485854038,7.12313983884834,6.89496469348079,7.73397238996795,7.62222283336528,7.58534497745268,8.01195618397459
"HOMER2",8.19392404614213,8.73039231426122,9.12399140107219,8.71918638433421,5.58542865174276,4.73838425506043,5.10475267005599,5.19396570975547
"AC022558.2",0.600805524552516,0.81111630962133,1.57791037101314,1.16909554273686,0.610201871974236,1.9337065276233,0.604531475430127,0.593313705056528
"RAMAC",6.34308652820903,6.26500337349193,6.7634844101547,6.76018750684799,7.73174202278571,6.77630059444687,6.90702309362941,6.96476475951627
"C15orf40",6.51407048766057,6.95826236244534,7.08756494142198,7.09714346450435,7.55952546637407,6.98797254975006,7.81272182551759,7.28668266416084
"AC024270.4",0.504019363438826,0.503452289214279,1.02379929608048,0.509913362013602,2.03115224306985,1.34112836724424,0.507973006040293,0.696678991405912
"BTBD1",9.47979067757296,9.81168029153491,9.81283470270328,9.62810714868274,8.99545085402182,9.64197061116122,8.85990737810323,9.00506374883989
"AC022558.3",0.146808777898995,0.323657023319371,0.144779051181583,0.501315652296726,0.35581594053988,0.144254484469324,1.0900045919943,0.30094496869048
"AC022558.1",1.46188473059781,1.13929383402922,1.66258349611004,1.33596587684358,1.65032994728709,2.16258968850987,1.72568888333161,1.6351426215503
"AC024270.2",0.0450359695895255,-0.587241665336841,-0.588179373700773,-0.585650412884887,-0.584637349176528,-0.189457646162964,-0.586130708398614,-0.589035926070841
"AC024270.5",1.95704651625727,4.36331065814553,3.10205308294257,3.25178467255826,4.0509091679324,1.63214124805037,3.14080502540221,2.68264034703814
"TM6SF1",8.87580941945623,9.63795077206444,9.67421835268932,9.23570341911784,8.79204196504306,8.31208080961928,7.73976563415356,7.18746295577358
"HDGFL3",7.17344976368437,7.75215779466776,7.77159769766173,7.39768964409175,7.47882234313735,7.97783235634788,7.34507468853119,6.84016433657058
"AC024270.3",0,0,0,0,0,0,0,0
"AC103876.1",0.454928770738607,0.594046546757536,1.03507674886409,0.456893436708797,0.458269518447459,0.959724842830296,0.846170511549464,0.575350544743552
"BNC1",0,0,0,0,0,0,0,0
"SH3GL3",0,0,0,0,0,0,0,0
"ADAMTSL3",-0.518476232579527,-0.708876329874733,-0.709993126405697,-0.706986753887311,-0.705787390152762,0.178302013996205,-0.707556357655293,-0.711015417896113
"AC027807.2",-2.11595013995399,-2.1161225366853,-2.1173267062256,-2.11422486079883,-2.11309856328174,-2.08499789810901,-2.1147800369949,-2.11849182396459
"AC136698.1",0,0,0,0,0,0,0,0
"UBE2Q2L",-1.7672623548046,-1.76760080313231,-1.70576938398955,-1.76387529612626,-1.76166415495051,-1.7064970815205,-1.76496521502273,-1.77225217506638
"GOLGA6L4",1.22359976968977,1.22176052749742,1.05027577995643,1.73912994618723,1.4151898103801,1.87219103761025,1.51305625750077,1.70535445231204
"AC243562.3",-2.11595013995399,-2.1161225366853,-2.1173267062256,-2.11422486079883,-2.11309856328174,-2.08499789810901,-2.1147800369949,-2.11849182396459
"AC048382.4",0,0,0,0,0,0,0,0
"AC048382.5",5.48727913508326,4.94361373625018,5.90027219404371,5.22145523589498,6.07849474551045,5.61543991499977,5.51716934196223,5.88216920296493
"ZSCAN2",5.35443571012396,5.73114075800573,6.28906341079397,6.3001202473075,5.42924404075679,6.09166873496361,6.42256341731253,5.98716246328837
"AC048382.1",-0.175596114024724,1.06456152392675,-0.178594486417713,-0.171610606893304,-0.168870571070883,-0.179374684277985,-0.172920951195764,0.423449732680875
"AC048382.6",0,0,0,0,0,0,0,0
"WDR73",9.73646375682849,9.30718487788829,9.10834670610374,9.3736562218167,9.52992378645232,9.47825491525305,9.34325056127282,9.68241163371949
"NMB",3.21833222499516,2.53370477052219,3.46646664543927,3.23083756453554,2.63154737084524,2.48503488007854,2.28374146040326,3.41086920808651
"SEC11A",10.4822485997219,10.2125565646023,10.1723181244143,10.0938002679279,9.53789949874259,8.89673743158566,9.49814256076676,9.7056101957093
"AC115102.1",-1.33068594522919,-1.42695865417319,-1.4304853365986,-1.42140088180473,-1.41810226518439,-1.24003531532248,-1.42302684066531,-1.43389764700521
"AC012291.3",3.0808881926698,2.65718777195134,2.25172509932115,2.72045085695601,2.96002501357975,3.29449905698441,3.12954152790824,3.15607350310289
"ZNF592",10.2728137098534,10.0554264083061,9.81109908723449,10.0915184365957,9.55299517039966,9.56744770769043,9.50213199929938,9.4563641678294
"AC012291.2",-2.11595013995399,-2.1161225366853,-2.1173267062256,-2.11422486079883,-2.11309856328174,-2.08499789810901,-2.1147800369949,-2.11849182396459
"ALPK3",0.823582235639011,0.819985628858908,0.674875776830688,0.371855653571969,0.374115061082993,0.365565545507851,1.317869334325,0.364262883997748
"SLC28A1",0,0,0,0,0,0,0,0
"AC087468.2",0,0,0,0,0,0,0,0
"PDE8A",7.95167630388633,7.25809320541785,8.58555711174062,7.73732380546288,7.14725042944509,7.69770342716266,8.06147887974709,8.01280480081622
"AKAP13",12.8531421570616,13.0225369933314,12.8487714220772,13.0192495198652,13.3037249290568,13.3114449115103,13.3278697904943,13.0562554819206
"AC087286.3",0,0,0,0,0,0,0,0
"AC087286.2",2.66678741110442,4.36395105990689,4.06830101825779,3.94961532314955,2.57755058946312,3.52083418994551,4.60350578812422,3.72130255224681
"AC087286.1",4.19065384463173,4.51294201174014,3.47646271148304,3.0132285629788,1.72796596064462,2.75000543452173,2.25138076927218,2.91718405237697
"AC087286.4",3.53791986389453,4.08754457255897,3.9482326635803,3.0517364270018,2.29748496649005,3.67010657753838,3.38896855291316,3.06502203023602
"AC021739.4",1.95361639570282,1.36649443663957,1.53548259623853,2.10739688794451,1.76158866434013,2.00584710227673,2.55029729355392,2.28836416608642
"AC021739.2",1.06647829264464,0.757974965654865,1.43413081065747,1.09481293465592,0.764491706138265,1.42387096298601,0.760756990471626,1.40217834805869
"AC021739.5",-0.268633407588105,0.650189825167283,-0.270260976921386,-0.0662688036022954,-0.264919457161019,-0.270681643596297,-0.267166633999222,0.0275028906194647
"AC021739.3",0.759552692307301,1.0237202100101,1.28284921945222,0.917078640917073,0.927934252113605,1.34479869291377,1.04330888890107,0.991478153652193
"KLHL25",5.5057956283309,3.85381496360074,5.91210365847971,5.70608930659896,6.14956106523539,5.6159428322655,6.86760289716382,5.95820596951635
"LINC01584",0,0,0,0,0,0,0,0
"AGBL1",0,0,0,0,0,0,0,0
"AGBL1-AS1",0,0,0,0,0,0,0,0
"AC012229.1",0,0,0,0,0,0,0,0
"AC016987.2",0,0,0,0,0,0,0,0
"AC016987.1",0,0,0,0,0,0,0,0
"AC078905.1",0,0,0,0,0,0,0,0
"AC020687.1",0,0,0,0,0,0,0,0
"LINC00052",0,0,0,0,0,0,0,0
"AC103871.1",0,0,0,0,0,0,0,0
"NTRK3",0,0,0,0,0,0,0,0
"NTRK3-AS1",0,0,0,0,0,0,0,0
"MRPL46",6.84411467750708,5.93652267990893,7.1866677877544,6.89928461394646,7.31632695565311,6.97464008246079,7.09056593922382,7.41698276255055
"MRPS11",8.27571260170961,7.19157561430503,8.10103057911851,8.04267505489505,8.12285355715555,7.55696149179287,8.08721624462174,8.48380347254836
"DET1",7.35706330708056,7.25778752251839,7.60870339897497,7.52299387355736,6.3830574335728,6.28102412156792,7.12561570394277,7.20854383172696
"LINC01586",0,0,0,0,0,0,0,0
"AEN",9.83748528620791,9.17736672593967,9.25958754105959,8.59928679021857,9.27643811871609,9.14335495671027,9.15276737498555,8.96144779808719
"ISG20",8.25683586096172,6.48708746752294,7.31079441311337,7.09188200786634,9.61884171951786,8.59563176914336,9.64698391468148,9.08224996398434
"AC103982.1",0,0,0,0,0,0,0,0
"ACAN",-2.08013492199587,-2.11659195802407,-2.11792745995036,-2.11448731269212,-2.11323817587765,-2.11833855707328,-2.11510303901177,-2.11921965090247
"HAPLN3",7.95326385773835,4.80323545331542,6.38079393592423,6.29695708029429,8.14725724530335,6.22325193510406,6.10565391203706,4.67474728937599
"MFGE8",1.92270021491176,1.50158919989051,4.06474169707186,3.02046234526465,6.98908458334357,6.32148883325818,6.64735654425237,6.06113336831518
"AC013565.1",0,0,0,0,0,0,0,0
"AC013565.3",-1.43305111451907,-1.32027747546308,-1.43782376490018,-1.42706945247542,-1.19642180028788,-1.43910890375177,-1.42899428670854,-1.44186330860814
"ABHD2",10.618257976719,10.7201399189435,10.5400034673743,10.7184045708362,10.9306804041159,11.4075584381251,11.2947744382524,11.1804565444083
"RLBP1",1.69458341096782,3.78801687704387,2.68730856399299,3.7186335363103,2.25888202143442,3.09418003282174,3.73476210597189,2.27106740974599
"FANCI",7.35906400028005,6.39708269629265,6.42579334841218,7.61491050181427,9.45667675816349,8.56223228013888,8.04124305202517,8.47655939595922
"POLG",10.3167098507475,10.1419347866846,10.1903956029482,10.0766549973624,10.4577387157553,11.3922629256247,11.0019143823079,11.2580519086813
"AC124068.2",-0.564899343555144,-1.05860585947475,-1.06008494145716,-1.04947085555739,-1.04404910134526,-0.9197367320645,-1.05214335446094,-1.0605809507219
"AC133637.2",0,0,0,0,0,0,0,0
"MIR9-3HG",4.81361025838425,1.80990781330038,5.562276709168,5.49035338290531,7.6473169440668,7.37867901281999,7.59756490585388,8.10300546515787
"RHCG",-1.62833690142969,-1.76913764090499,-1.7717233426412,-1.76506277962488,-1.76264429173926,-1.77251927900307,-1.76625490416054,-1.77422518881801
"LINC00928",0,0,0,0,0,0,0,0
"AC013391.3",0,0,0,0,0,0,0,0
"AC013391.2",0,0,0,0,0,0,0,0
"TICRR",0.227871539039716,0.227403406887308,0.224224846591382,0.23273999787121,1.69427291330318,0.22327820160175,0.810396172400628,0.72222085523981
"AC013391.1",0,0,0,0,0,0,0,0
"KIF7",1.16538305345058,3.02351082535906,1.15518306413173,1.17884070920492,2.64970344505365,1.15251784857758,2.71431977934507,2.34138688735145
"PLIN1",-1.08510532456629,-1.08591867315835,-1.08879620432709,-1.07696564952089,-0.917379404122701,-0.631261834528712,-1.07958490902762,-1.08927976608427
"PEX11A",5.22283702334561,3.00520776170146,5.81055736579618,5.53932849635217,6.54695309003491,6.35917188378925,7.20569009794818,7.093887338396
"WDR93",0.366680254479169,0.366321732788371,0.543704137116214,1.3799785222173,0.373017758665864,1.18591514705735,0.369186847906675,0.673062355084411
"AC079075.1",-1.45137040293312,-1.45183726488734,-1.45509823706775,-1.44669823083427,-1.44364814133507,-1.45610203665418,-1.44820168534796,-1.19959258156493
"MESP1",-0.770988491678676,-0.771080591232098,-0.77170225816053,-0.770022398148706,-0.769346578343245,-0.519337810395438,-0.36670184069097,-0.641577475609927
"MESP2",0,0,0,0,0,0,0,0
"ANPEP",10.5186433213265,11.0249546249017,11.665217936803,12.2241620560465,3.15695656272717,3.84416368811787,1.99725288481152,5.0718942695872
"AP3S2",9.51434623108734,9.4632432835678,9.67866333377466,10.0259926104263,9.5864518474755,9.52244229949892,9.33624430383758,9.25028819418011
"ARPIN",7.28897939599332,8.4790478661907,7.96467520986903,8.60709584279013,1.5586597484219,1.7050201338753,1.46301953730258,3.13451577797457
"ZNF710",8.70073276599355,9.25890796527727,8.85280692919948,8.81146429882154,6.65088095185832,6.73236470672294,6.24694606836667,6.83185882432885
"AC087284.1",6.24190141558785,7.25056921032361,6.22373573627829,6.38490614393579,4.01107531393001,4.43090951632669,5.49224378074597,4.8696111424598
"ZNF710-AS1",6.1008092660785,6.34110589895924,6.40779734571016,6.28648785143161,7.06595687048445,7.01810202889801,6.99790890134727,6.84480915144536
"IDH2",11.5506153271625,11.3832767314824,11.2544256188978,11.4669364615772,11.9177663652226,11.6110281157032,11.4492502959295,11.8019176078389
"IDH2-DT",0,0,0,0,0,0,0,0
"SEMA4B",7.07871343027884,7.64631659913645,7.70586103188368,8.03184899868819,6.45191603527212,7.05851790701954,7.16162029507404,6.87814905148182
"CIB1",9.81992757992978,9.65448207420747,9.89790579001468,9.70568963735566,9.67804426940931,9.87733799226815,10.0014420196796,10.3493451633345
"GDPGP1",5.74210181302242,5.50338074607013,5.77171535465599,6.39153846917187,6.90147575516935,5.38879138076326,6.49435335574469,6.60991535205486
"TTLL13P",3.01988264852998,3.75788904034062,2.94900395042993,2.38184501875295,5.57229398249158,3.96225820956008,2.93815580942553,5.39726461483797
"NGRN",9.54968275672371,9.3314508110261,9.48963590306703,9.7885067370978,9.74441501420143,9.49593648895371,9.90306236205525,9.46780987441112
"AC091167.5",-2.11575932202168,-2.11592377412541,-2.11707245143874,-2.11411354959647,-2.11303915569872,-2.11742603980082,-2.11464314138565,-2.08699130151776
"ZNF774",1.14589307990059,1.78197031845393,2.37148798054835,2.30138588521273,1.15906831166119,1.1385415686537,1.54561349194582,2.20584850001838
"IQGAP1",13.6812789609259,13.6028091147036,13.418654171046,13.1833735860263,13.7584720467985,13.892438243914,13.7242584486203,13.4139799189838
"AC018946.1",0.165564046642909,1.24889524478576,0.163145779042298,0.376786514657131,0.39005169656085,0.16252004520142,0.672576478748907,0.161214407003753
"CRTC3",9.25877249342714,9.69074356606108,9.30168532418756,9.65237044357675,10.5148068383502,9.67797140017371,9.92450586794637,10.3822485413335
"AC103739.1",1.925042386837,2.10485059140762,1.77830140833958,1.17821161617236,1.18385220558664,1.1623058668227,2.62243288086298,2.02381348631151
"AC103739.2",0.880495636498329,0.880033386762662,1.42013133554853,1.24424054774871,1.52847576090667,0.875972565106269,1.48398732691489,1.89960112519439
"CRTC3-AS1",0.727238778057633,0.724668497168598,0.580876922969349,0.436540600647371,1.10932806419002,0.431530865313336,0.865722006762526,0.570878662732344
"AC103739.3",3.11323088892653,2.09180112996677,2.60390955634175,1.95506613749825,2.92118470398755,2.59102164403172,2.50483433642488,2.77687735322521
"AC021422.1",-0.38784652907838,0.664006881439537,-0.389682662042684,0.00791847466859705,-0.383671529858953,-0.390157887897795,-0.386195214179184,-0.391149636299153
"LINC01585",-1.43305111451907,-1.32027747546308,-1.43782376490018,-1.42706945247542,-1.19642180028788,-1.43910890375177,-1.42899428670854,-1.44186330860814
"BLM",2.55373432627004,6.1147777572732,5.3436755761637,6.62899652623039,8.49389477092146,8.01410448315705,8.35773149912876,8.5642451397697
"AC124248.2",-1.76637916103085,-1.76669899010842,-1.76893295609132,-1.76317843653593,-1.76108893812594,-1.76962062038457,-1.76420839510492,-1.64976683720552
"AC124248.1",1.96418899784554,2.97364063579563,2.30112823439634,2.23858906545347,2.17151571051048,1.27468321966819,1.29123771750993,1.47105949206408
"FURIN",9.01733567168737,9.65712493193383,8.99674687731056,9.47946809584035,10.6205878671401,9.26237874388005,9.17778022226623,9.45278760227486
"FES",12.5491208723981,12.0821375159231,12.4322108640833,12.8242546675616,11.6160913698382,8.31118654794856,9.86569456730043,10.7506048741911
"MAN2A2",9.32781157985425,10.1912294284741,9.13999211648671,9.61872184045758,9.06335848272227,9.0874578189843,9.20348551807324,8.89219895372183
"AC068831.4",0,0,0,0,0,0,0,0
"HDDC3",6.37251745943671,5.64438855848447,6.10614603640667,5.75766386083532,6.21113419137594,6.41223713668267,6.06778539640145,6.63602658492766
"UNC45A",9.85337572454137,10.0599219187489,9.45442425338907,9.78449109675041,10.2662823774172,10.4503774245888,9.58118727506155,10.1156713370059
